warning: `VIRTUAL_ENV=d:\Revi\Research Projects\.venv` does not match the project environment path `.venv` and will be ignored
Vocab size: 8,192
Model config: {'sequence_len': 256, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 10, 'n_kv_head': 1, 'n_embd': 640, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 0
  lm_head                 : 5,242,880
  transformer_matrices    : 15,564,800
  scalars                 : 20
  total                   : 26,050,580
Estimated FLOPs per token: 1.445069e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.000000
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.012065 | lrm: 0.00 | dt: 7241ms | tok/sec: 282 | mfu: 0.9% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011950 | lrm: 0.00 | dt: 1245ms | tok/sec: 1,644 | mfu: 5.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011543 | lrm: 0.00 | dt: 1246ms | tok/sec: 1,643 | mfu: 5.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011477 | lrm: 0.00 | dt: 1252ms | tok/sec: 1,635 | mfu: 5.1% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011570 | lrm: 0.00 | dt: 1239ms | tok/sec: 1,653 | mfu: 5.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011425 | lrm: 0.00 | dt: 1251ms | tok/sec: 1,637 | mfu: 5.1% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011465 | lrm: 0.00 | dt: 1244ms | tok/sec: 1,645 | mfu: 5.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011418 | lrm: 0.00 | dt: 1249ms | tok/sec: 1,640 | mfu: 5.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011508 | lrm: 0.00 | dt: 1239ms | tok/sec: 1,653 | mfu: 5.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011385 | lrm: 0.00 | dt: 1249ms | tok/sec: 1,639 | mfu: 5.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.011353 | lrm: 0.00 | dt: 1246ms | tok/sec: 1,643 | mfu: 5.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011261 | lrm: 0.00 | dt: 1247ms | tok/sec: 1,642 | mfu: 5.2% | epoch: 1 | remaining: 299s    
step 00012 (0.4%) | loss: 9.011213 | lrm: 0.83 | dt: 1245ms | tok/sec: 1,645 | mfu: 5.2% | epoch: 1 | remaining: 298s    
step 00013 (0.8%) | loss: 8.982626 | lrm: 1.00 | dt: 1239ms | tok/sec: 1,652 | mfu: 5.2% | epoch: 1 | remaining: 296s    
step 00014 (1.2%) | loss: 8.912735 | lrm: 1.00 | dt: 1244ms | tok/sec: 1,646 | mfu: 5.2% | epoch: 1 | remaining: 295s    
step 00152 (68.0%) | loss: 6.230691 | lrm: 0.35 | dt: 1594ms | tok/sec: 1,284 | mfu: 4.0% | epoch: 1 | remaining: 94s    
step 00153 (68.5%) | loss: 6.218219 | lrm: 0.34 | dt: 1598ms | tok/sec: 1,281 | mfu: 4.0% | epoch: 1 | remaining: 93s    
step 00154 (69.0%) | loss: 6.211766 | lrm: 0.34 | dt: 1588ms | tok/sec: 1,289 | mfu: 4.1% | epoch: 1 | remaining: 91s    
step 00155 (69.6%) | loss: 6.206609 | lrm: 0.33 | dt: 1597ms | tok/sec: 1,282 | mfu: 4.0% | epoch: 1 | remaining: 90s    
step 00156 (70.1%) | loss: 6.207019 | lrm: 0.33 | dt: 1597ms | tok/sec: 1,282 | mfu: 4.0% | epoch: 1 | remaining: 88s    
step 00157 (70.6%) | loss: 6.206545 | lrm: 0.32 | dt: 1589ms | tok/sec: 1,288 | mfu: 4.0% | epoch: 1 | remaining: 87s    
step 00158 (71.2%) | loss: 6.188871 | lrm: 0.31 | dt: 1589ms | tok/sec: 1,288 | mfu: 4.0% | epoch: 1 | remaining: 85s    
step 00159 (71.7%) | loss: 6.175454 | lrm: 0.31 | dt: 1598ms | tok/sec: 1,281 | mfu: 4.0% | epoch: 1 | remaining: 83s    
step 00160 (72.2%) | loss: 6.191095 | lrm: 0.30 | dt: 1577ms | tok/sec: 1,298 | mfu: 4.1% | epoch: 1 | remaining: 82s    
step 00161 (72.7%) | loss: 6.200663 | lrm: 0.30 | dt: 1608ms | tok/sec: 1,273 | mfu: 4.0% | epoch: 1 | remaining: 80s    
step 00162 (73.3%) | loss: 6.200969 | lrm: 0.29 | dt: 1593ms | tok/sec: 1,285 | mfu: 4.0% | epoch: 1 | remaining: 79s    
step 00163 (73.8%) | loss: 6.192413 | lrm: 0.29 | dt: 1590ms | tok/sec: 1,287 | mfu: 4.0% | epoch: 1 | remaining: 77s    
step 00164 (74.3%) | loss: 6.177424 | lrm: 0.28 | dt: 1595ms | tok/sec: 1,283 | mfu: 4.0% | epoch: 1 | remaining: 75s    
step 00165 (74.9%) | loss: 6.161306 | lrm: 0.28 | dt: 1591ms | tok/sec: 1,286 | mfu: 4.0% | epoch: 1 | remaining: 74s    
step 00166 (75.4%) | loss: 6.154281 | lrm: 0.27 | dt: 1590ms | tok/sec: 1,288 | mfu: 4.0% | epoch: 1 | remaining: 72s    
step 00167 (75.9%) | loss: 6.149748 | lrm: 0.27 | dt: 1594ms | tok/sec: 1,284 | mfu: 4.0% | epoch: 1 | remaining: 71s    
step 00168 (76.5%) | loss: 6.137669 | lrm: 0.26 | dt: 1593ms | tok/sec: 1,285 | mfu: 4.0% | epoch: 1 | remaining: 69s    
step 00169 (77.0%) | loss: 6.100079 | lrm: 0.26 | dt: 1589ms | tok/sec: 1,289 | mfu: 4.0% | epoch: 1 | remaining: 67s    
step 00170 (77.5%) | loss: 6.093032 | lrm: 0.25 | dt: 1584ms | tok/sec: 1,293 | mfu: 4.1% | epoch: 1 | remaining: 66s    
step 00171 (78.1%) | loss: 6.110937 | lrm: 0.25 | dt: 1595ms | tok/sec: 1,284 | mfu: 4.0% | epoch: 1 | remaining: 64s    
step 00172 (78.6%) | loss: 6.125018 | lrm: 0.24 | dt: 1596ms | tok/sec: 1,282 | mfu: 4.0% | epoch: 1 | remaining: 63s    
step 00173 (79.1%) | loss: 6.117226 | lrm: 0.24 | dt: 1582ms | tok/sec: 1,294 | mfu: 4.1% | epoch: 1 | remaining: 61s    
step 00174 (79.6%) | loss: 6.126905 | lrm: 0.23 | dt: 1595ms | tok/sec: 1,284 | mfu: 4.0% | epoch: 1 | remaining: 59s    
step 00175 (80.2%) | loss: 6.126235 | lrm: 0.23 | dt: 1566ms | tok/sec: 1,307 | mfu: 4.1% | epoch: 1 | remaining: 58s    
step 00176 (80.7%) | loss: 6.118087 | lrm: 0.23 | dt: 1580ms | tok/sec: 1,296 | mfu: 4.1% | epoch: 1 | remaining: 56s    
step 00177 (81.2%) | loss: 6.094935 | lrm: 0.22 | dt: 1603ms | tok/sec: 1,277 | mfu: 4.0% | epoch: 1 | remaining: 55s    
step 00178 (81.8%) | loss: 6.073798 | lrm: 0.22 | dt: 1570ms | tok/sec: 1,304 | mfu: 4.1% | epoch: 1 | remaining: 53s    
step 00179 (82.3%) | loss: 6.054910 | lrm: 0.21 | dt: 1586ms | tok/sec: 1,291 | mfu: 4.1% | epoch: 1 | remaining: 52s    
step 00180 (82.8%) | loss: 6.040920 | lrm: 0.21 | dt: 1589ms | tok/sec: 1,288 | mfu: 4.0% | epoch: 1 | remaining: 50s    
step 00181 (83.3%) | loss: 6.044017 | lrm: 0.21 | dt: 1604ms | tok/sec: 1,276 | mfu: 4.0% | epoch: 1 | remaining: 48s    
step 00182 (83.9%) | loss: 6.016003 | lrm: 0.20 | dt: 1591ms | tok/sec: 1,286 | mfu: 4.0% | epoch: 1 | remaining: 47s    
step 00183 (84.4%) | loss: 6.018007 | lrm: 0.20 | dt: 1588ms | tok/sec: 1,289 | mfu: 4.1% | epoch: 1 | remaining: 45s    
step 00184 (84.9%) | loss: 6.025895 | lrm: 0.20 | dt: 1597ms | tok/sec: 1,282 | mfu: 4.0% | epoch: 1 | remaining: 44s    
step 00185 (85.5%) | loss: 6.006038 | lrm: 0.19 | dt: 1594ms | tok/sec: 1,284 | mfu: 4.0% | epoch: 1 | remaining: 42s    
step 00186 (86.0%) | loss: 6.008115 | lrm: 0.19 | dt: 1590ms | tok/sec: 1,287 | mfu: 4.0% | epoch: 1 | remaining: 40s    
step 00187 (86.5%) | loss: 6.000114 | lrm: 0.19 | dt: 1672ms | tok/sec: 1,224 | mfu: 3.8% | epoch: 1 | remaining: 39s    
step 00188 (87.1%) | loss: 6.001730 | lrm: 0.18 | dt: 1592ms | tok/sec: 1,286 | mfu: 4.0% | epoch: 1 | remaining: 37s    
step 00189 (87.6%) | loss: 6.001300 | lrm: 0.18 | dt: 1507ms | tok/sec: 1,359 | mfu: 4.3% | epoch: 1 | remaining: 36s    
step 00190 (88.1%) | loss: 6.005911 | lrm: 0.18 | dt: 1535ms | tok/sec: 1,334 | mfu: 4.2% | epoch: 1 | remaining: 34s    
step 00191 (88.6%) | loss: 5.980011 | lrm: 0.18 | dt: 1595ms | tok/sec: 1,284 | mfu: 4.0% | epoch: 1 | remaining: 32s    
step 00192 (89.2%) | loss: 5.977753 | lrm: 0.17 | dt: 1558ms | tok/sec: 1,314 | mfu: 4.1% | epoch: 1 | remaining: 31s    
step 00193 (89.7%) | loss: 5.990806 | lrm: 0.17 | dt: 1522ms | tok/sec: 1,345 | mfu: 4.2% | epoch: 1 | remaining: 29s    
step 00194 (90.2%) | loss: 5.980797 | lrm: 0.17 | dt: 1513ms | tok/sec: 1,353 | mfu: 4.3% | epoch: 1 | remaining: 28s    
step 00195 (90.7%) | loss: 5.963923 | lrm: 0.17 | dt: 1501ms | tok/sec: 1,364 | mfu: 4.3% | epoch: 1 | remaining: 26s    
step 00196 (91.2%) | loss: 5.957353 | lrm: 0.17 | dt: 1500ms | tok/sec: 1,365 | mfu: 4.3% | epoch: 1 | remaining: 25s    
step 00197 (91.7%) | loss: 5.950078 | lrm: 0.16 | dt: 1511ms | tok/sec: 1,355 | mfu: 4.3% | epoch: 1 | remaining: 23s    
step 00198 (92.2%) | loss: 5.926532 | lrm: 0.16 | dt: 1544ms | tok/sec: 1,326 | mfu: 4.2% | epoch: 1 | remaining: 22s    
step 00199 (92.7%) | loss: 5.917104 | lrm: 0.16 | dt: 1591ms | tok/sec: 1,286 | mfu: 4.0% | epoch: 1 | remaining: 20s    
step 00200 (93.2%) | loss: 5.929527 | lrm: 0.16 | dt: 1593ms | tok/sec: 1,285 | mfu: 4.0% | epoch: 1 | remaining: 19s    
step 00201 (93.8%) | loss: 5.959498 | lrm: 0.16 | dt: 1591ms | tok/sec: 1,287 | mfu: 4.0% | epoch: 1 | remaining: 17s    
step 00202 (94.3%) | loss: 5.964313 | lrm: 0.16 | dt: 1588ms | tok/sec: 1,289 | mfu: 4.1% | epoch: 1 | remaining: 15s    
step 00203 (94.8%) | loss: 5.993262 | lrm: 0.16 | dt: 1596ms | tok/sec: 1,283 | mfu: 4.0% | epoch: 1 | remaining: 14s    
step 00204 (95.4%) | loss: 5.985733 | lrm: 0.15 | dt: 1595ms | tok/sec: 1,284 | mfu: 4.0% | epoch: 1 | remaining: 12s    
step 00205 (95.9%) | loss: 5.960897 | lrm: 0.15 | dt: 1552ms | tok/sec: 1,319 | mfu: 4.1% | epoch: 1 | remaining: 11s    
step 00206 (96.4%) | loss: 5.968541 | lrm: 0.15 | dt: 1584ms | tok/sec: 1,292 | mfu: 4.1% | epoch: 1 | remaining: 9s    
step 00207 (96.9%) | loss: 5.983525 | lrm: 0.15 | dt: 1602ms | tok/sec: 1,278 | mfu: 4.0% | epoch: 1 | remaining: 8s    
step 00208 (97.5%) | loss: 5.987070 | lrm: 0.15 | dt: 1532ms | tok/sec: 1,336 | mfu: 4.2% | epoch: 1 | remaining: 6s    
step 00209 (98.0%) | loss: 5.990100 | lrm: 0.15 | dt: 1602ms | tok/sec: 1,278 | mfu: 4.0% | epoch: 1 | remaining: 4s    
step 00210 (98.5%) | loss: 5.969547 | lrm: 0.15 | dt: 1520ms | tok/sec: 1,347 | mfu: 4.2% | epoch: 1 | remaining: 3s    
step 00211 (99.0%) | loss: 5.960671 | lrm: 0.15 | dt: 1564ms | tok/sec: 1,309 | mfu: 4.1% | epoch: 1 | remaining: 1s    
step 00212 (99.6%) | loss: 5.951589 | lrm: 0.15 | dt: 1596ms | tok/sec: 1,283 | mfu: 4.0% | epoch: 1 | remaining: 0s    

[DEBUG] Training complete, entering evaluation phase

[DEBUG] Swapping EMA weights...

[DEBUG] EMA swap complete

[DEBUG] Setting model to eval mode...

[DEBUG] Model eval mode set, starting evaluation...

[DEBUG] Inside autocast context, calling evaluate_bpb...

[DEBUG] CUDA synchronized, calling evaluate_bpb...

