warning: `VIRTUAL_ENV=d:\Revi\Research Projects\.venv` does not match the project environment path `.venv` and will be ignored
W0419 12:59:27.576000 28532 .venv\Lib\site-packages\torch\_inductor\utils.py:1613] [1/1] Not enough SMs to use max_autotune_gemm mode
Vocab size: 8,192
Model config: {'sequence_len': 256, 'vocab_size': 8192, 'n_layer': 9, 'n_head': 9, 'n_kv_head': 1, 'n_embd': 576, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 4,718,592
  value_embeds            : 0
  lm_head                 : 4,718,592
  transformer_matrices    : 10,616,832
  scalars                 : 18
  total                   : 20,054,034
Estimated FLOPs per token: 1.079378e+08
Scaling AdamW LRs by 1/sqrt(576/768) = 1.000000
Time budget: 360s (extended from 300s for current hardware)
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.010979 | lrm: 0.00 | dt: 13772ms | tok/sec: 148 | mfu: 0.3% | epoch: 1 | remaining: 360s    
step 00001 (0.0%) | loss: 9.010918 | lrm: 0.00 | dt: 892ms | tok/sec: 2,295 | mfu: 5.4% | epoch: 1 | remaining: 360s    
step 00002 (0.0%) | loss: 9.010958 | lrm: 0.00 | dt: 888ms | tok/sec: 2,305 | mfu: 5.4% | epoch: 1 | remaining: 360s    
step 00003 (0.0%) | loss: 9.011101 | lrm: 0.00 | dt: 884ms | tok/sec: 2,316 | mfu: 5.4% | epoch: 1 | remaining: 360s    
step 00004 (0.0%) | loss: 9.010822 | lrm: 0.00 | dt: 894ms | tok/sec: 2,290 | mfu: 5.4% | epoch: 1 | remaining: 360s    
step 00005 (0.0%) | loss: 9.010604 | lrm: 0.00 | dt: 907ms | tok/sec: 2,258 | mfu: 5.3% | epoch: 1 | remaining: 360s    
step 00006 (0.0%) | loss: 9.010598 | lrm: 0.00 | dt: 889ms | tok/sec: 2,304 | mfu: 5.4% | epoch: 1 | remaining: 360s    
step 00007 (0.0%) | loss: 9.010555 | lrm: 0.00 | dt: 894ms | tok/sec: 2,291 | mfu: 5.4% | epoch: 1 | remaining: 360s    
step 00008 (0.0%) | loss: 9.010800 | lrm: 0.00 | dt: 889ms | tok/sec: 2,304 | mfu: 5.4% | epoch: 1 | remaining: 360s    
step 00009 (0.0%) | loss: 9.011002 | lrm: 0.00 | dt: 889ms | tok/sec: 2,302 | mfu: 5.4% | epoch: 1 | remaining: 360s    
step 00010 (0.0%) | loss: 9.011006 | lrm: 0.00 | dt: 902ms | tok/sec: 2,271 | mfu: 5.3% | epoch: 1 | remaining: 360s    
step 00011 (0.0%) | loss: 9.011078 | lrm: 0.00 | dt: 902ms | tok/sec: 2,271 | mfu: 5.3% | epoch: 1 | remaining: 359s    
step 00012 (0.3%) | loss: 9.010999 | lrm: 0.50 | dt: 894ms | tok/sec: 2,291 | mfu: 5.4% | epoch: 1 | remaining: 358s    
step 00013 (0.5%) | loss: 8.992880 | lrm: 1.00 | dt: 894ms | tok/sec: 2,290 | mfu: 5.4% | epoch: 1 | remaining: 357s    
step 00014 (0.7%) | loss: 8.930209 | lrm: 1.00 | dt: 904ms | tok/sec: 2,266 | mfu: 5.3% | epoch: 1 | remaining: 356s    
step 00015 (1.0%) | loss: 8.825634 | lrm: 1.00 | dt: 880ms | tok/sec: 2,327 | mfu: 5.5% | epoch: 1 | remaining: 356s    
step 00151 (37.7%) | loss: 6.296293 | lrm: 0.74 | dt: 1053ms | tok/sec: 1,944 | mfu: 4.6% | epoch: 1 | remaining: 223s    
step 00152 (38.0%) | loss: 6.276983 | lrm: 0.74 | dt: 1073ms | tok/sec: 1,907 | mfu: 4.5% | epoch: 1 | remaining: 222s    
step 00153 (38.3%) | loss: 6.271806 | lrm: 0.73 | dt: 1064ms | tok/sec: 1,925 | mfu: 4.5% | epoch: 1 | remaining: 221s    
step 00154 (38.6%) | loss: 6.276185 | lrm: 0.73 | dt: 1069ms | tok/sec: 1,914 | mfu: 4.5% | epoch: 1 | remaining: 220s    
step 00155 (38.9%) | loss: 6.275826 | lrm: 0.72 | dt: 1062ms | tok/sec: 1,927 | mfu: 4.5% | epoch: 1 | remaining: 219s    
step 00156 (39.2%) | loss: 6.281505 | lrm: 0.72 | dt: 1066ms | tok/sec: 1,921 | mfu: 4.5% | epoch: 1 | remaining: 218s    
step 00157 (39.5%) | loss: 6.276011 | lrm: 0.72 | dt: 1061ms | tok/sec: 1,929 | mfu: 4.5% | epoch: 1 | remaining: 217s    
step 00158 (39.8%) | loss: 6.256059 | lrm: 0.71 | dt: 1045ms | tok/sec: 1,960 | mfu: 4.6% | epoch: 1 | remaining: 216s    
step 00159 (40.1%) | loss: 6.241623 | lrm: 0.71 | dt: 1084ms | tok/sec: 1,888 | mfu: 4.4% | epoch: 1 | remaining: 215s    
step 00160 (40.4%) | loss: 6.254552 | lrm: 0.71 | dt: 1057ms | tok/sec: 1,938 | mfu: 4.5% | epoch: 1 | remaining: 214s    
step 00161 (40.7%) | loss: 6.270125 | lrm: 0.70 | dt: 1057ms | tok/sec: 1,938 | mfu: 4.5% | epoch: 1 | remaining: 213s    
step 00162 (40.9%) | loss: 6.270474 | lrm: 0.70 | dt: 1069ms | tok/sec: 1,915 | mfu: 4.5% | epoch: 1 | remaining: 212s    
step 00163 (41.2%) | loss: 6.268068 | lrm: 0.69 | dt: 1058ms | tok/sec: 1,935 | mfu: 4.5% | epoch: 1 | remaining: 210s    
step 00164 (41.5%) | loss: 6.266850 | lrm: 0.69 | dt: 1077ms | tok/sec: 1,902 | mfu: 4.5% | epoch: 1 | remaining: 209s    
step 00165 (41.8%) | loss: 6.260638 | lrm: 0.69 | dt: 1061ms | tok/sec: 1,929 | mfu: 4.5% | epoch: 1 | remaining: 208s    
step 00166 (42.1%) | loss: 6.253867 | lrm: 0.68 | dt: 1064ms | tok/sec: 1,924 | mfu: 4.5% | epoch: 1 | remaining: 207s    
step 00167 (42.4%) | loss: 6.252898 | lrm: 0.68 | dt: 1101ms | tok/sec: 1,860 | mfu: 4.4% | epoch: 1 | remaining: 206s    
step 00168 (42.7%) | loss: 6.240320 | lrm: 0.67 | dt: 1142ms | tok/sec: 1,792 | mfu: 4.2% | epoch: 1 | remaining: 205s    
step 00169 (43.1%) | loss: 6.204944 | lrm: 0.67 | dt: 1133ms | tok/sec: 1,808 | mfu: 4.2% | epoch: 1 | remaining: 204s    
step 00170 (43.4%) | loss: 6.196042 | lrm: 0.67 | dt: 1098ms | tok/sec: 1,865 | mfu: 4.4% | epoch: 1 | remaining: 203s    
step 00171 (43.7%) | loss: 6.208707 | lrm: 0.66 | dt: 1115ms | tok/sec: 1,837 | mfu: 4.3% | epoch: 1 | remaining: 202s    
step 00172 (44.0%) | loss: 6.221257 | lrm: 0.66 | dt: 1092ms | tok/sec: 1,875 | mfu: 4.4% | epoch: 1 | remaining: 201s    
step 00173 (44.3%) | loss: 6.211477 | lrm: 0.65 | dt: 1153ms | tok/sec: 1,775 | mfu: 4.2% | epoch: 1 | remaining: 199s    
step 00174 (44.6%) | loss: 6.219671 | lrm: 0.65 | dt: 1065ms | tok/sec: 1,923 | mfu: 4.5% | epoch: 1 | remaining: 198s    
step 00175 (44.9%) | loss: 6.222259 | lrm: 0.65 | dt: 1053ms | tok/sec: 1,945 | mfu: 4.6% | epoch: 1 | remaining: 197s    
step 00176 (45.2%) | loss: 6.212181 | lrm: 0.64 | dt: 1079ms | tok/sec: 1,897 | mfu: 4.5% | epoch: 1 | remaining: 196s    
step 00177 (45.5%) | loss: 6.183563 | lrm: 0.64 | dt: 1066ms | tok/sec: 1,920 | mfu: 4.5% | epoch: 1 | remaining: 195s    
step 00178 (45.8%) | loss: 6.161827 | lrm: 0.63 | dt: 1080ms | tok/sec: 1,896 | mfu: 4.5% | epoch: 1 | remaining: 194s    
step 00179 (46.1%) | loss: 6.143912 | lrm: 0.63 | dt: 1149ms | tok/sec: 1,781 | mfu: 4.2% | epoch: 1 | remaining: 193s    
step 00180 (46.4%) | loss: 6.130459 | lrm: 0.63 | dt: 1106ms | tok/sec: 1,851 | mfu: 4.3% | epoch: 1 | remaining: 192s    
step 00181 (46.7%) | loss: 6.132034 | lrm: 0.62 | dt: 1078ms | tok/sec: 1,898 | mfu: 4.5% | epoch: 1 | remaining: 191s    
step 00182 (47.0%) | loss: 6.102518 | lrm: 0.62 | dt: 1084ms | tok/sec: 1,889 | mfu: 4.4% | epoch: 1 | remaining: 190s    
step 00183 (47.3%) | loss: 6.101263 | lrm: 0.61 | dt: 1075ms | tok/sec: 1,905 | mfu: 4.5% | epoch: 1 | remaining: 189s    
step 00184 (47.6%) | loss: 6.105757 | lrm: 0.61 | dt: 1079ms | tok/sec: 1,898 | mfu: 4.5% | epoch: 1 | remaining: 188s    
step 00185 (47.9%) | loss: 6.088200 | lrm: 0.61 | dt: 1088ms | tok/sec: 1,882 | mfu: 4.4% | epoch: 1 | remaining: 186s    
step 00186 (48.2%) | loss: 6.089027 | lrm: 0.60 | dt: 1139ms | tok/sec: 1,797 | mfu: 4.2% | epoch: 1 | remaining: 185s    
step 00187 (48.5%) | loss: 6.085102 | lrm: 0.60 | dt: 1145ms | tok/sec: 1,789 | mfu: 4.2% | epoch: 1 | remaining: 184s    
step 00188 (48.8%) | loss: 6.083758 | lrm: 0.59 | dt: 1127ms | tok/sec: 1,817 | mfu: 4.3% | epoch: 1 | remaining: 183s    
step 00189 (49.2%) | loss: 6.086892 | lrm: 0.59 | dt: 1135ms | tok/sec: 1,804 | mfu: 4.2% | epoch: 1 | remaining: 182s    
step 00190 (49.5%) | loss: 6.095115 | lrm: 0.59 | dt: 1152ms | tok/sec: 1,778 | mfu: 4.2% | epoch: 1 | remaining: 181s    
step 00191 (49.8%) | loss: 6.067453 | lrm: 0.58 | dt: 1114ms | tok/sec: 1,839 | mfu: 4.3% | epoch: 1 | remaining: 180s    
step 00192 (50.1%) | loss: 6.062724 | lrm: 0.58 | dt: 1135ms | tok/sec: 1,804 | mfu: 4.2% | epoch: 1 | remaining: 178s    
step 00193 (50.4%) | loss: 6.076882 | lrm: 0.57 | dt: 1143ms | tok/sec: 1,791 | mfu: 4.2% | epoch: 1 | remaining: 177s    
step 00194 (50.7%) | loss: 6.069942 | lrm: 0.57 | dt: 1131ms | tok/sec: 1,810 | mfu: 4.2% | epoch: 1 | remaining: 176s    
step 00195 (51.1%) | loss: 6.054972 | lrm: 0.56 | dt: 1153ms | tok/sec: 1,775 | mfu: 4.2% | epoch: 1 | remaining: 175s    
step 00196 (51.4%) | loss: 6.048442 | lrm: 0.56 | dt: 1099ms | tok/sec: 1,863 | mfu: 4.4% | epoch: 1 | remaining: 174s    
step 00197 (51.7%) | loss: 6.041118 | lrm: 0.56 | dt: 1043ms | tok/sec: 1,962 | mfu: 4.6% | epoch: 1 | remaining: 173s    
step 00198 (52.0%) | loss: 6.017644 | lrm: 0.55 | dt: 1139ms | tok/sec: 1,797 | mfu: 4.2% | epoch: 1 | remaining: 172s    
step 00199 (52.3%) | loss: 6.007984 | lrm: 0.55 | dt: 1148ms | tok/sec: 1,784 | mfu: 4.2% | epoch: 1 | remaining: 171s    
step 00200 (52.6%) | loss: 6.017400 | lrm: 0.54 | dt: 1149ms | tok/sec: 1,782 | mfu: 4.2% | epoch: 1 | remaining: 169s    
step 00201 (52.9%) | loss: 6.046890 | lrm: 0.54 | dt: 1138ms | tok/sec: 1,800 | mfu: 4.2% | epoch: 1 | remaining: 168s    
step 00202 (53.2%) | loss: 6.052680 | lrm: 0.53 | dt: 1128ms | tok/sec: 1,815 | mfu: 4.3% | epoch: 1 | remaining: 167s    
step 00203 (53.6%) | loss: 6.084493 | lrm: 0.53 | dt: 1147ms | tok/sec: 1,786 | mfu: 4.2% | epoch: 1 | remaining: 166s    
step 00204 (53.9%) | loss: 6.076168 | lrm: 0.53 | dt: 1145ms | tok/sec: 1,789 | mfu: 4.2% | epoch: 1 | remaining: 165s    
step 00205 (54.2%) | loss: 6.051199 | lrm: 0.52 | dt: 1139ms | tok/sec: 1,798 | mfu: 4.2% | epoch: 1 | remaining: 164s    
step 00206 (54.5%) | loss: 6.055168 | lrm: 0.52 | dt: 1128ms | tok/sec: 1,814 | mfu: 4.3% | epoch: 1 | remaining: 163s    
step 00207 (54.8%) | loss: 6.086216 | lrm: 0.51 | dt: 1139ms | tok/sec: 1,798 | mfu: 4.2% | epoch: 1 | remaining: 162s    
step 00208 (55.1%) | loss: 6.087872 | lrm: 0.51 | dt: 1140ms | tok/sec: 1,796 | mfu: 4.2% | epoch: 1 | remaining: 160s    
step 00209 (55.5%) | loss: 6.094487 | lrm: 0.51 | dt: 1149ms | tok/sec: 1,781 | mfu: 4.2% | epoch: 1 | remaining: 159s    
step 00210 (55.8%) | loss: 6.075015 | lrm: 0.50 | dt: 1144ms | tok/sec: 1,789 | mfu: 4.2% | epoch: 1 | remaining: 158s    
step 00211 (56.1%) | loss: 6.076059 | lrm: 0.50 | dt: 1138ms | tok/sec: 1,799 | mfu: 4.2% | epoch: 1 | remaining: 157s    
step 00212 (56.4%) | loss: 6.070425 | lrm: 0.49 | dt: 1140ms | tok/sec: 1,797 | mfu: 4.2% | epoch: 1 | remaining: 156s    
step 00213 (56.7%) | loss: 6.068178 | lrm: 0.49 | dt: 1153ms | tok/sec: 1,776 | mfu: 4.2% | epoch: 1 | remaining: 155s    
step 00214 (57.0%) | loss: 6.065669 | lrm: 0.48 | dt: 1140ms | tok/sec: 1,796 | mfu: 4.2% | epoch: 1 | remaining: 154s    
step 00215 (57.4%) | loss: 6.062918 | lrm: 0.48 | dt: 1141ms | tok/sec: 1,794 | mfu: 4.2% | epoch: 1 | remaining: 152s    
step 00216 (57.7%) | loss: 6.055649 | lrm: 0.48 | dt: 1139ms | tok/sec: 1,797 | mfu: 4.2% | epoch: 1 | remaining: 151s    
step 00217 (58.0%) | loss: 6.051285 | lrm: 0.47 | dt: 1144ms | tok/sec: 1,790 | mfu: 4.2% | epoch: 1 | remaining: 150s    
step 00218 (58.3%) | loss: 6.050601 | lrm: 0.47 | dt: 1141ms | tok/sec: 1,795 | mfu: 4.2% | epoch: 1 | remaining: 149s    
step 00219 (58.6%) | loss: 6.049720 | lrm: 0.46 | dt: 1146ms | tok/sec: 1,787 | mfu: 4.2% | epoch: 1 | remaining: 148s    
step 00220 (58.9%) | loss: 6.053862 | lrm: 0.46 | dt: 1131ms | tok/sec: 1,811 | mfu: 4.2% | epoch: 1 | remaining: 147s    
step 00221 (59.3%) | loss: 6.031910 | lrm: 0.46 | dt: 1136ms | tok/sec: 1,803 | mfu: 4.2% | epoch: 1 | remaining: 146s    
step 00222 (59.6%) | loss: 6.020655 | lrm: 0.45 | dt: 1153ms | tok/sec: 1,776 | mfu: 4.2% | epoch: 1 | remaining: 144s    
step 00223 (59.9%) | loss: 6.006098 | lrm: 0.45 | dt: 1132ms | tok/sec: 1,808 | mfu: 4.2% | epoch: 1 | remaining: 143s    
step 00224 (60.2%) | loss: 5.998064 | lrm: 0.44 | dt: 1150ms | tok/sec: 1,780 | mfu: 4.2% | epoch: 1 | remaining: 142s    
step 00225 (60.5%) | loss: 6.000194 | lrm: 0.44 | dt: 1138ms | tok/sec: 1,800 | mfu: 4.2% | epoch: 1 | remaining: 141s    
step 00226 (60.8%) | loss: 6.006068 | lrm: 0.44 | dt: 1152ms | tok/sec: 1,778 | mfu: 4.2% | epoch: 1 | remaining: 140s    
step 00227 (61.2%) | loss: 6.010706 | lrm: 0.43 | dt: 1143ms | tok/sec: 1,791 | mfu: 4.2% | epoch: 1 | remaining: 139s    
step 00228 (61.5%) | loss: 6.011755 | lrm: 0.43 | dt: 1142ms | tok/sec: 1,793 | mfu: 4.2% | epoch: 1 | remaining: 138s    
step 00229 (61.8%) | loss: 6.014218 | lrm: 0.42 | dt: 1141ms | tok/sec: 1,795 | mfu: 4.2% | epoch: 1 | remaining: 136s    
step 00230 (62.1%) | loss: 6.010819 | lrm: 0.42 | dt: 1140ms | tok/sec: 1,796 | mfu: 4.2% | epoch: 1 | remaining: 135s    
step 00231 (62.4%) | loss: 6.014442 | lrm: 0.42 | dt: 1145ms | tok/sec: 1,788 | mfu: 4.2% | epoch: 1 | remaining: 134s    
step 00232 (62.8%) | loss: 6.002018 | lrm: 0.41 | dt: 1131ms | tok/sec: 1,810 | mfu: 4.2% | epoch: 1 | remaining: 133s    
step 00233 (63.1%) | loss: 5.985598 | lrm: 0.41 | dt: 1145ms | tok/sec: 1,789 | mfu: 4.2% | epoch: 1 | remaining: 132s    
step 00234 (63.4%) | loss: 5.986801 | lrm: 0.40 | dt: 1125ms | tok/sec: 1,819 | mfu: 4.3% | epoch: 1 | remaining: 131s    
step 00235 (63.7%) | loss: 5.962085 | lrm: 0.40 | dt: 1160ms | tok/sec: 1,764 | mfu: 4.1% | epoch: 1 | remaining: 130s    
step 00236 (64.0%) | loss: 5.957311 | lrm: 0.40 | dt: 1136ms | tok/sec: 1,803 | mfu: 4.2% | epoch: 1 | remaining: 128s    
step 00237 (64.3%) | loss: 5.956698 | lrm: 0.39 | dt: 1141ms | tok/sec: 1,794 | mfu: 4.2% | epoch: 1 | remaining: 127s    
step 00238 (64.7%) | loss: 5.951207 | lrm: 0.39 | dt: 1143ms | tok/sec: 1,792 | mfu: 4.2% | epoch: 1 | remaining: 126s    
step 00239 (65.0%) | loss: 5.951133 | lrm: 0.38 | dt: 1179ms | tok/sec: 1,736 | mfu: 4.1% | epoch: 1 | remaining: 125s    
step 00240 (65.3%) | loss: 5.946982 | lrm: 0.38 | dt: 1145ms | tok/sec: 1,788 | mfu: 4.2% | epoch: 1 | remaining: 124s    
step 00241 (65.6%) | loss: 5.955470 | lrm: 0.38 | dt: 1139ms | tok/sec: 1,797 | mfu: 4.2% | epoch: 1 | remaining: 123s    
step 00242 (65.9%) | loss: 5.945174 | lrm: 0.37 | dt: 1147ms | tok/sec: 1,785 | mfu: 4.2% | epoch: 1 | remaining: 121s    
step 00243 (66.3%) | loss: 5.952296 | lrm: 0.37 | dt: 1136ms | tok/sec: 1,802 | mfu: 4.2% | epoch: 1 | remaining: 120s    
step 00244 (66.6%) | loss: 5.953898 | lrm: 0.37 | dt: 1140ms | tok/sec: 1,797 | mfu: 4.2% | epoch: 1 | remaining: 119s    
step 00245 (66.9%) | loss: 5.945471 | lrm: 0.36 | dt: 1139ms | tok/sec: 1,798 | mfu: 4.2% | epoch: 1 | remaining: 118s    
step 00246 (67.2%) | loss: 5.950173 | lrm: 0.36 | dt: 1133ms | tok/sec: 1,808 | mfu: 4.2% | epoch: 1 | remaining: 117s    
step 00247 (67.5%) | loss: 5.945677 | lrm: 0.35 | dt: 1136ms | tok/sec: 1,802 | mfu: 4.2% | epoch: 1 | remaining: 116s    
step 00248 (67.8%) | loss: 5.957675 | lrm: 0.35 | dt: 1147ms | tok/sec: 1,785 | mfu: 4.2% | epoch: 1 | remaining: 115s    
step 00249 (68.1%) | loss: 5.925981 | lrm: 0.35 | dt: 1136ms | tok/sec: 1,803 | mfu: 4.2% | epoch: 1 | remaining: 114s    
step 00250 (68.5%) | loss: 5.913093 | lrm: 0.34 | dt: 1129ms | tok/sec: 1,814 | mfu: 4.3% | epoch: 1 | remaining: 112s    
step 00251 (68.8%) | loss: 5.911394 | lrm: 0.34 | dt: 1139ms | tok/sec: 1,798 | mfu: 4.2% | epoch: 1 | remaining: 111s    
step 00252 (69.1%) | loss: 5.881883 | lrm: 0.34 | dt: 1149ms | tok/sec: 1,783 | mfu: 4.2% | epoch: 1 | remaining: 110s    
step 00253 (69.4%) | loss: 5.882678 | lrm: 0.33 | dt: 1145ms | tok/sec: 1,788 | mfu: 4.2% | epoch: 1 | remaining: 109s    
step 00254 (69.7%) | loss: 5.875913 | lrm: 0.33 | dt: 1142ms | tok/sec: 1,793 | mfu: 4.2% | epoch: 1 | remaining: 108s    
step 00255 (70.0%) | loss: 5.873483 | lrm: 0.33 | dt: 1136ms | tok/sec: 1,803 | mfu: 4.2% | epoch: 1 | remaining: 107s    
step 00256 (70.4%) | loss: 5.864194 | lrm: 0.32 | dt: 1142ms | tok/sec: 1,793 | mfu: 4.2% | epoch: 1 | remaining: 106s    
step 00257 (70.7%) | loss: 5.863452 | lrm: 0.32 | dt: 1153ms | tok/sec: 1,776 | mfu: 4.2% | epoch: 1 | remaining: 104s    
step 00258 (71.0%) | loss: 5.872487 | lrm: 0.32 | dt: 1140ms | tok/sec: 1,796 | mfu: 4.2% | epoch: 1 | remaining: 103s    
step 00259 (71.3%) | loss: 5.862954 | lrm: 0.31 | dt: 1136ms | tok/sec: 1,802 | mfu: 4.2% | epoch: 1 | remaining: 102s    
step 00260 (71.6%) | loss: 5.872566 | lrm: 0.31 | dt: 1140ms | tok/sec: 1,795 | mfu: 4.2% | epoch: 1 | remaining: 101s    
step 00261 (71.9%) | loss: 5.865058 | lrm: 0.31 | dt: 1142ms | tok/sec: 1,793 | mfu: 4.2% | epoch: 1 | remaining: 100s    
step 00262 (72.3%) | loss: 5.847115 | lrm: 0.30 | dt: 1141ms | tok/sec: 1,794 | mfu: 4.2% | epoch: 1 | remaining: 99s    
step 00263 (72.6%) | loss: 5.833393 | lrm: 0.30 | dt: 1130ms | tok/sec: 1,812 | mfu: 4.3% | epoch: 1 | remaining: 98s    
step 00264 (72.9%) | loss: 5.831700 | lrm: 0.30 | dt: 1150ms | tok/sec: 1,780 | mfu: 4.2% | epoch: 1 | remaining: 96s    
step 00265 (73.2%) | loss: 5.814231 | lrm: 0.29 | dt: 1136ms | tok/sec: 1,802 | mfu: 4.2% | epoch: 1 | remaining: 95s    
step 00266 (73.5%) | loss: 5.795854 | lrm: 0.29 | dt: 1155ms | tok/sec: 1,772 | mfu: 4.2% | epoch: 1 | remaining: 94s    
step 00267 (73.9%) | loss: 5.801218 | lrm: 0.29 | dt: 1140ms | tok/sec: 1,796 | mfu: 4.2% | epoch: 1 | remaining: 93s    
step 00268 (74.2%) | loss: 5.799977 | lrm: 0.28 | dt: 1140ms | tok/sec: 1,796 | mfu: 4.2% | epoch: 1 | remaining: 92s    
step 00269 (74.5%) | loss: 5.803163 | lrm: 0.28 | dt: 1135ms | tok/sec: 1,803 | mfu: 4.2% | epoch: 1 | remaining: 91s    
step 00270 (74.8%) | loss: 5.789771 | lrm: 0.28 | dt: 1152ms | tok/sec: 1,778 | mfu: 4.2% | epoch: 1 | remaining: 90s    
step 00271 (75.1%) | loss: 5.779453 | lrm: 0.27 | dt: 1133ms | tok/sec: 1,807 | mfu: 4.2% | epoch: 1 | remaining: 88s    
step 00272 (75.4%) | loss: 5.804665 | lrm: 0.27 | dt: 1142ms | tok/sec: 1,792 | mfu: 4.2% | epoch: 1 | remaining: 87s    
step 00273 (75.8%) | loss: 5.801440 | lrm: 0.27 | dt: 1136ms | tok/sec: 1,803 | mfu: 4.2% | epoch: 1 | remaining: 86s    
step 00274 (76.1%) | loss: 5.812419 | lrm: 0.27 | dt: 1146ms | tok/sec: 1,786 | mfu: 4.2% | epoch: 1 | remaining: 85s    
step 00275 (76.4%) | loss: 5.812205 | lrm: 0.26 | dt: 1145ms | tok/sec: 1,788 | mfu: 4.2% | epoch: 1 | remaining: 84s    
step 00276 (76.7%) | loss: 5.823573 | lrm: 0.26 | dt: 1139ms | tok/sec: 1,798 | mfu: 4.2% | epoch: 1 | remaining: 83s    
step 00277 (77.0%) | loss: 5.836142 | lrm: 0.26 | dt: 1142ms | tok/sec: 1,793 | mfu: 4.2% | epoch: 1 | remaining: 82s    
step 00278 (77.3%) | loss: 5.858380 | lrm: 0.25 | dt: 1140ms | tok/sec: 1,797 | mfu: 4.2% | epoch: 1 | remaining: 80s    
step 00279 (77.7%) | loss: 5.846165 | lrm: 0.25 | dt: 1149ms | tok/sec: 1,781 | mfu: 4.2% | epoch: 1 | remaining: 79s    
step 00280 (78.0%) | loss: 5.840021 | lrm: 0.25 | dt: 1134ms | tok/sec: 1,805 | mfu: 4.2% | epoch: 1 | remaining: 78s    
step 00281 (78.3%) | loss: 5.831269 | lrm: 0.25 | dt: 1142ms | tok/sec: 1,793 | mfu: 4.2% | epoch: 1 | remaining: 77s    
step 00282 (78.6%) | loss: 5.820540 | lrm: 0.24 | dt: 1138ms | tok/sec: 1,799 | mfu: 4.2% | epoch: 1 | remaining: 76s    
step 00283 (78.9%) | loss: 5.800463 | lrm: 0.24 | dt: 1145ms | tok/sec: 1,787 | mfu: 4.2% | epoch: 1 | remaining: 75s    
step 00284 (79.2%) | loss: 5.801296 | lrm: 0.24 | dt: 1133ms | tok/sec: 1,807 | mfu: 4.2% | epoch: 1 | remaining: 74s    
step 00285 (79.6%) | loss: 5.792969 | lrm: 0.24 | dt: 1144ms | tok/sec: 1,790 | mfu: 4.2% | epoch: 1 | remaining: 72s    
step 00286 (79.9%) | loss: 5.797216 | lrm: 0.23 | dt: 1128ms | tok/sec: 1,814 | mfu: 4.3% | epoch: 1 | remaining: 71s    
step 00287 (80.2%) | loss: 5.815424 | lrm: 0.23 | dt: 1149ms | tok/sec: 1,782 | mfu: 4.2% | epoch: 1 | remaining: 70s    
step 00288 (80.5%) | loss: 5.809467 | lrm: 0.23 | dt: 1145ms | tok/sec: 1,789 | mfu: 4.2% | epoch: 1 | remaining: 69s    
step 00289 (80.8%) | loss: 5.810187 | lrm: 0.23 | dt: 1147ms | tok/sec: 1,784 | mfu: 4.2% | epoch: 1 | remaining: 68s    
step 00290 (81.1%) | loss: 5.819976 | lrm: 0.22 | dt: 1135ms | tok/sec: 1,805 | mfu: 4.2% | epoch: 1 | remaining: 67s    
step 00291 (81.5%) | loss: 5.816399 | lrm: 0.22 | dt: 1143ms | tok/sec: 1,791 | mfu: 4.2% | epoch: 1 | remaining: 66s    
step 00292 (81.8%) | loss: 5.806975 | lrm: 0.22 | dt: 1150ms | tok/sec: 1,781 | mfu: 4.2% | epoch: 1 | remaining: 64s    
step 00293 (82.1%) | loss: 5.790734 | lrm: 0.22 | dt: 1139ms | tok/sec: 1,797 | mfu: 4.2% | epoch: 1 | remaining: 63s    
step 00294 (82.4%) | loss: 5.784951 | lrm: 0.21 | dt: 1137ms | tok/sec: 1,801 | mfu: 4.2% | epoch: 1 | remaining: 62s    
step 00295 (82.7%) | loss: 5.790798 | lrm: 0.21 | dt: 1142ms | tok/sec: 1,793 | mfu: 4.2% | epoch: 1 | remaining: 61s    
step 00296 (83.0%) | loss: 5.779872 | lrm: 0.21 | dt: 1145ms | tok/sec: 1,788 | mfu: 4.2% | epoch: 1 | remaining: 60s    
step 00297 (83.4%) | loss: 5.769202 | lrm: 0.21 | dt: 1143ms | tok/sec: 1,792 | mfu: 4.2% | epoch: 1 | remaining: 59s    
step 00298 (83.7%) | loss: 5.765536 | lrm: 0.21 | dt: 1139ms | tok/sec: 1,798 | mfu: 4.2% | epoch: 1 | remaining: 58s    
step 00299 (84.0%) | loss: 5.759059 | lrm: 0.20 | dt: 1142ms | tok/sec: 1,793 | mfu: 4.2% | epoch: 1 | remaining: 56s    
step 00300 (84.3%) | loss: 5.744272 | lrm: 0.20 | dt: 1142ms | tok/sec: 1,794 | mfu: 4.2% | epoch: 1 | remaining: 55s    
step 00301 (84.6%) | loss: 5.748228 | lrm: 0.20 | dt: 1151ms | tok/sec: 1,779 | mfu: 4.2% | epoch: 1 | remaining: 54s    
step 00302 (85.0%) | loss: 5.745039 | lrm: 0.20 | dt: 1138ms | tok/sec: 1,799 | mfu: 4.2% | epoch: 1 | remaining: 53s    
step 00303 (85.3%) | loss: 5.745127 | lrm: 0.20 | dt: 1134ms | tok/sec: 1,805 | mfu: 4.2% | epoch: 1 | remaining: 52s    
step 00304 (85.6%) | loss: 5.742841 | lrm: 0.19 | dt: 1146ms | tok/sec: 1,787 | mfu: 4.2% | epoch: 1 | remaining: 51s    
