warning: `VIRTUAL_ENV=d:\Revi\Research Projects\.venv` does not match the project environment path `.venv` and will be ignored
W0419 12:49:40.468000 23548 .venv\Lib\site-packages\torch\_inductor\utils.py:1613] [1/1] Not enough SMs to use max_autotune_gemm mode
Vocab size: 8,192
Model config: {'sequence_len': 256, 'vocab_size': 8192, 'n_layer': 9, 'n_head': 9, 'n_kv_head': 1, 'n_embd': 576, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 4,718,592
  value_embeds            : 0
  lm_head                 : 4,718,592
  transformer_matrices    : 11,943,936
  scalars                 : 18
  total                   : 21,381,138
Estimated FLOPs per token: 1.159004e+08
Scaling AdamW LRs by 1/sqrt(576/768) = 1.000000
Time budget: 360s (extended from 300s for current hardware)
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.010979 | lrm: 0.00 | dt: 13725ms | tok/sec: 149 | mfu: 0.4% | epoch: 1 | remaining: 360s    
step 00001 (0.0%) | loss: 9.010918 | lrm: 0.00 | dt: 967ms | tok/sec: 2,117 | mfu: 5.3% | epoch: 1 | remaining: 360s    
step 00002 (0.0%) | loss: 9.010958 | lrm: 0.00 | dt: 972ms | tok/sec: 2,107 | mfu: 5.3% | epoch: 1 | remaining: 360s    
step 00003 (0.0%) | loss: 9.011101 | lrm: 0.00 | dt: 968ms | tok/sec: 2,114 | mfu: 5.3% | epoch: 1 | remaining: 360s    
step 00004 (0.0%) | loss: 9.010822 | lrm: 0.00 | dt: 968ms | tok/sec: 2,116 | mfu: 5.3% | epoch: 1 | remaining: 360s    
step 00005 (0.0%) | loss: 9.010604 | lrm: 0.00 | dt: 968ms | tok/sec: 2,116 | mfu: 5.3% | epoch: 1 | remaining: 360s    
step 00006 (0.0%) | loss: 9.010598 | lrm: 0.00 | dt: 968ms | tok/sec: 2,114 | mfu: 5.3% | epoch: 1 | remaining: 360s    
step 00007 (0.0%) | loss: 9.010555 | lrm: 0.00 | dt: 971ms | tok/sec: 2,108 | mfu: 5.3% | epoch: 1 | remaining: 360s    
step 00008 (0.0%) | loss: 9.010800 | lrm: 0.00 | dt: 968ms | tok/sec: 2,115 | mfu: 5.3% | epoch: 1 | remaining: 360s    
step 00009 (0.0%) | loss: 9.011002 | lrm: 0.00 | dt: 968ms | tok/sec: 2,115 | mfu: 5.3% | epoch: 1 | remaining: 360s    
step 00010 (0.0%) | loss: 9.011006 | lrm: 0.00 | dt: 967ms | tok/sec: 2,117 | mfu: 5.3% | epoch: 1 | remaining: 360s    
step 00011 (0.0%) | loss: 9.011078 | lrm: 0.00 | dt: 969ms | tok/sec: 2,114 | mfu: 5.3% | epoch: 1 | remaining: 359s    
step 00012 (0.3%) | loss: 9.010999 | lrm: 0.54 | dt: 968ms | tok/sec: 2,115 | mfu: 5.3% | epoch: 1 | remaining: 358s    
step 00013 (0.5%) | loss: 8.991740 | lrm: 1.00 | dt: 970ms | tok/sec: 2,110 | mfu: 5.3% | epoch: 1 | remaining: 357s    
step 00014 (0.8%) | loss: 8.927208 | lrm: 1.00 | dt: 968ms | tok/sec: 2,115 | mfu: 5.3% | epoch: 1 | remaining: 356s    
step 00015 (1.1%) | loss: 8.820422 | lrm: 1.00 | dt: 969ms | tok/sec: 2,113 | mfu: 5.3% | epoch: 1 | remaining: 355s    
step 00151 (37.8%) | loss: 6.406390 | lrm: 0.74 | dt: 1035ms | tok/sec: 1,979 | mfu: 5.0% | epoch: 1 | remaining: 223s    
step 00152 (38.1%) | loss: 6.386237 | lrm: 0.73 | dt: 1008ms | tok/sec: 2,031 | mfu: 5.1% | epoch: 1 | remaining: 222s    
step 00153 (38.3%) | loss: 6.374304 | lrm: 0.73 | dt: 987ms | tok/sec: 2,075 | mfu: 5.2% | epoch: 1 | remaining: 221s    
step 00154 (38.6%) | loss: 6.373354 | lrm: 0.73 | dt: 985ms | tok/sec: 2,078 | mfu: 5.2% | epoch: 1 | remaining: 220s    
step 00155 (38.9%) | loss: 6.372001 | lrm: 0.72 | dt: 987ms | tok/sec: 2,075 | mfu: 5.2% | epoch: 1 | remaining: 219s    
step 00156 (39.2%) | loss: 6.372688 | lrm: 0.72 | dt: 990ms | tok/sec: 2,069 | mfu: 5.2% | epoch: 1 | remaining: 218s    
step 00157 (39.4%) | loss: 6.366679 | lrm: 0.72 | dt: 988ms | tok/sec: 2,072 | mfu: 5.2% | epoch: 1 | remaining: 217s    
step 00158 (39.7%) | loss: 6.339748 | lrm: 0.71 | dt: 1020ms | tok/sec: 2,007 | mfu: 5.1% | epoch: 1 | remaining: 216s    
step 00159 (40.0%) | loss: 6.326827 | lrm: 0.71 | dt: 1003ms | tok/sec: 2,041 | mfu: 5.1% | epoch: 1 | remaining: 215s    
step 00160 (40.3%) | loss: 6.338332 | lrm: 0.71 | dt: 1001ms | tok/sec: 2,044 | mfu: 5.2% | epoch: 1 | remaining: 214s    
step 00161 (40.5%) | loss: 6.341967 | lrm: 0.70 | dt: 1004ms | tok/sec: 2,040 | mfu: 5.1% | epoch: 1 | remaining: 213s    
step 00162 (40.8%) | loss: 6.341797 | lrm: 0.70 | dt: 1003ms | tok/sec: 2,040 | mfu: 5.1% | epoch: 1 | remaining: 212s    
step 00163 (41.1%) | loss: 6.334398 | lrm: 0.70 | dt: 1008ms | tok/sec: 2,032 | mfu: 5.1% | epoch: 1 | remaining: 211s    
step 00164 (41.4%) | loss: 6.321247 | lrm: 0.69 | dt: 1026ms | tok/sec: 1,996 | mfu: 5.0% | epoch: 1 | remaining: 210s    
step 00165 (41.7%) | loss: 6.307207 | lrm: 0.69 | dt: 1019ms | tok/sec: 2,009 | mfu: 5.1% | epoch: 1 | remaining: 209s    
step 00166 (42.0%) | loss: 6.296526 | lrm: 0.69 | dt: 993ms | tok/sec: 2,062 | mfu: 5.2% | epoch: 1 | remaining: 208s    
step 00167 (42.2%) | loss: 6.294420 | lrm: 0.68 | dt: 1017ms | tok/sec: 2,014 | mfu: 5.1% | epoch: 1 | remaining: 207s    
step 00168 (42.5%) | loss: 6.283062 | lrm: 0.68 | dt: 1016ms | tok/sec: 2,015 | mfu: 5.1% | epoch: 1 | remaining: 206s    
step 00169 (42.8%) | loss: 6.246242 | lrm: 0.67 | dt: 1013ms | tok/sec: 2,021 | mfu: 5.1% | epoch: 1 | remaining: 205s    
step 00170 (43.1%) | loss: 6.237679 | lrm: 0.67 | dt: 1018ms | tok/sec: 2,011 | mfu: 5.1% | epoch: 1 | remaining: 204s    
step 00171 (43.4%) | loss: 6.253547 | lrm: 0.67 | dt: 1014ms | tok/sec: 2,020 | mfu: 5.1% | epoch: 1 | remaining: 203s    
step 00172 (43.6%) | loss: 6.273669 | lrm: 0.66 | dt: 1015ms | tok/sec: 2,017 | mfu: 5.1% | epoch: 1 | remaining: 202s    
step 00173 (43.9%) | loss: 6.271869 | lrm: 0.66 | dt: 1013ms | tok/sec: 2,022 | mfu: 5.1% | epoch: 1 | remaining: 201s    
step 00174 (44.2%) | loss: 6.283033 | lrm: 0.66 | dt: 1013ms | tok/sec: 2,022 | mfu: 5.1% | epoch: 1 | remaining: 200s    
step 00175 (44.5%) | loss: 6.287063 | lrm: 0.65 | dt: 1016ms | tok/sec: 2,015 | mfu: 5.1% | epoch: 1 | remaining: 199s    
step 00176 (44.8%) | loss: 6.280168 | lrm: 0.65 | dt: 1098ms | tok/sec: 1,866 | mfu: 4.7% | epoch: 1 | remaining: 198s    
step 00177 (45.1%) | loss: 6.258329 | lrm: 0.64 | dt: 1058ms | tok/sec: 1,935 | mfu: 4.9% | epoch: 1 | remaining: 197s    
step 00178 (45.4%) | loss: 6.238821 | lrm: 0.64 | dt: 1018ms | tok/sec: 2,012 | mfu: 5.1% | epoch: 1 | remaining: 196s    
step 00179 (45.6%) | loss: 6.217956 | lrm: 0.64 | dt: 1016ms | tok/sec: 2,016 | mfu: 5.1% | epoch: 1 | remaining: 195s    
step 00180 (45.9%) | loss: 6.200700 | lrm: 0.63 | dt: 1014ms | tok/sec: 2,020 | mfu: 5.1% | epoch: 1 | remaining: 194s    
step 00181 (46.2%) | loss: 6.195367 | lrm: 0.63 | dt: 1045ms | tok/sec: 1,959 | mfu: 4.9% | epoch: 1 | remaining: 193s    
step 00182 (46.5%) | loss: 6.162937 | lrm: 0.63 | dt: 1027ms | tok/sec: 1,994 | mfu: 5.0% | epoch: 1 | remaining: 192s    
step 00183 (46.8%) | loss: 6.161897 | lrm: 0.62 | dt: 1037ms | tok/sec: 1,974 | mfu: 5.0% | epoch: 1 | remaining: 191s    
step 00184 (47.1%) | loss: 6.171759 | lrm: 0.62 | dt: 1016ms | tok/sec: 2,015 | mfu: 5.1% | epoch: 1 | remaining: 190s    
step 00185 (47.4%) | loss: 6.154744 | lrm: 0.61 | dt: 1045ms | tok/sec: 1,960 | mfu: 4.9% | epoch: 1 | remaining: 188s    
step 00186 (47.6%) | loss: 6.157723 | lrm: 0.61 | dt: 1028ms | tok/sec: 1,993 | mfu: 5.0% | epoch: 1 | remaining: 187s    
step 00187 (47.9%) | loss: 6.154884 | lrm: 0.61 | dt: 1043ms | tok/sec: 1,964 | mfu: 4.9% | epoch: 1 | remaining: 186s    
step 00188 (48.2%) | loss: 6.160409 | lrm: 0.60 | dt: 1021ms | tok/sec: 2,006 | mfu: 5.1% | epoch: 1 | remaining: 185s    
step 00189 (48.5%) | loss: 6.161365 | lrm: 0.60 | dt: 1023ms | tok/sec: 2,001 | mfu: 5.0% | epoch: 1 | remaining: 184s    
step 00190 (48.8%) | loss: 6.168220 | lrm: 0.59 | dt: 1021ms | tok/sec: 2,006 | mfu: 5.1% | epoch: 1 | remaining: 183s    
step 00191 (49.1%) | loss: 6.143764 | lrm: 0.59 | dt: 1025ms | tok/sec: 1,997 | mfu: 5.0% | epoch: 1 | remaining: 182s    
step 00192 (49.4%) | loss: 6.144204 | lrm: 0.59 | dt: 1024ms | tok/sec: 1,999 | mfu: 5.0% | epoch: 1 | remaining: 181s    
step 00193 (49.6%) | loss: 6.157649 | lrm: 0.58 | dt: 1025ms | tok/sec: 1,997 | mfu: 5.0% | epoch: 1 | remaining: 180s    
step 00194 (49.9%) | loss: 6.150921 | lrm: 0.58 | dt: 1026ms | tok/sec: 1,996 | mfu: 5.0% | epoch: 1 | remaining: 179s    
step 00195 (50.2%) | loss: 6.132690 | lrm: 0.58 | dt: 1032ms | tok/sec: 1,984 | mfu: 5.0% | epoch: 1 | remaining: 178s    
step 00196 (50.5%) | loss: 6.123124 | lrm: 0.57 | dt: 1083ms | tok/sec: 1,890 | mfu: 4.8% | epoch: 1 | remaining: 177s    
step 00197 (50.8%) | loss: 6.111692 | lrm: 0.57 | dt: 1113ms | tok/sec: 1,840 | mfu: 4.6% | epoch: 1 | remaining: 176s    
step 00198 (51.1%) | loss: 6.084068 | lrm: 0.56 | dt: 1037ms | tok/sec: 1,974 | mfu: 5.0% | epoch: 1 | remaining: 175s    
step 00199 (51.4%) | loss: 6.072408 | lrm: 0.56 | dt: 1075ms | tok/sec: 1,904 | mfu: 4.8% | epoch: 1 | remaining: 174s    
step 00200 (51.7%) | loss: 6.080850 | lrm: 0.56 | dt: 1059ms | tok/sec: 1,933 | mfu: 4.9% | epoch: 1 | remaining: 173s    
step 00201 (52.0%) | loss: 6.109002 | lrm: 0.55 | dt: 1065ms | tok/sec: 1,922 | mfu: 4.8% | epoch: 1 | remaining: 172s    
step 00202 (52.3%) | loss: 6.112413 | lrm: 0.55 | dt: 1062ms | tok/sec: 1,928 | mfu: 4.9% | epoch: 1 | remaining: 171s    
step 00203 (52.6%) | loss: 6.140724 | lrm: 0.54 | dt: 1062ms | tok/sec: 1,927 | mfu: 4.9% | epoch: 1 | remaining: 170s    
step 00204 (52.9%) | loss: 6.137008 | lrm: 0.54 | dt: 1063ms | tok/sec: 1,926 | mfu: 4.9% | epoch: 1 | remaining: 169s    
step 00205 (53.2%) | loss: 6.108368 | lrm: 0.54 | dt: 1084ms | tok/sec: 1,889 | mfu: 4.8% | epoch: 1 | remaining: 168s    
step 00206 (53.5%) | loss: 6.117012 | lrm: 0.53 | dt: 1061ms | tok/sec: 1,929 | mfu: 4.9% | epoch: 1 | remaining: 166s    
step 00207 (53.8%) | loss: 6.134655 | lrm: 0.53 | dt: 1051ms | tok/sec: 1,949 | mfu: 4.9% | epoch: 1 | remaining: 165s    
step 00208 (54.1%) | loss: 6.133311 | lrm: 0.52 | dt: 1093ms | tok/sec: 1,873 | mfu: 4.7% | epoch: 1 | remaining: 164s    
step 00209 (54.4%) | loss: 6.135901 | lrm: 0.52 | dt: 1068ms | tok/sec: 1,918 | mfu: 4.8% | epoch: 1 | remaining: 163s    
step 00210 (54.7%) | loss: 6.113908 | lrm: 0.52 | dt: 1070ms | tok/sec: 1,914 | mfu: 4.8% | epoch: 1 | remaining: 162s    
step 00211 (55.0%) | loss: 6.110395 | lrm: 0.51 | dt: 1069ms | tok/sec: 1,916 | mfu: 4.8% | epoch: 1 | remaining: 161s    
step 00212 (55.3%) | loss: 6.097427 | lrm: 0.51 | dt: 1069ms | tok/sec: 1,916 | mfu: 4.8% | epoch: 1 | remaining: 160s    
step 00213 (55.5%) | loss: 6.092967 | lrm: 0.50 | dt: 1070ms | tok/sec: 1,914 | mfu: 4.8% | epoch: 1 | remaining: 159s    
step 00214 (55.8%) | loss: 6.091575 | lrm: 0.50 | dt: 1070ms | tok/sec: 1,913 | mfu: 4.8% | epoch: 1 | remaining: 158s    
step 00215 (56.1%) | loss: 6.083883 | lrm: 0.50 | dt: 1107ms | tok/sec: 1,850 | mfu: 4.7% | epoch: 1 | remaining: 157s    
step 00216 (56.5%) | loss: 6.076421 | lrm: 0.49 | dt: 1083ms | tok/sec: 1,891 | mfu: 4.8% | epoch: 1 | remaining: 156s    
step 00217 (56.8%) | loss: 6.075295 | lrm: 0.49 | dt: 1068ms | tok/sec: 1,917 | mfu: 4.8% | epoch: 1 | remaining: 155s    
step 00218 (57.0%) | loss: 6.079957 | lrm: 0.48 | dt: 1061ms | tok/sec: 1,929 | mfu: 4.9% | epoch: 1 | remaining: 154s    
step 00219 (57.3%) | loss: 6.078207 | lrm: 0.48 | dt: 1080ms | tok/sec: 1,895 | mfu: 4.8% | epoch: 1 | remaining: 152s    
step 00220 (57.6%) | loss: 6.085365 | lrm: 0.48 | dt: 1076ms | tok/sec: 1,902 | mfu: 4.8% | epoch: 1 | remaining: 151s    
step 00221 (57.9%) | loss: 6.062794 | lrm: 0.47 | dt: 1065ms | tok/sec: 1,922 | mfu: 4.8% | epoch: 1 | remaining: 150s    
step 00222 (58.2%) | loss: 6.047875 | lrm: 0.47 | dt: 1091ms | tok/sec: 1,877 | mfu: 4.7% | epoch: 1 | remaining: 149s    
step 00223 (58.5%) | loss: 6.031934 | lrm: 0.47 | dt: 1074ms | tok/sec: 1,906 | mfu: 4.8% | epoch: 1 | remaining: 148s    
step 00224 (58.8%) | loss: 6.019590 | lrm: 0.46 | dt: 1073ms | tok/sec: 1,908 | mfu: 4.8% | epoch: 1 | remaining: 147s    
step 00225 (59.1%) | loss: 6.017572 | lrm: 0.46 | dt: 1074ms | tok/sec: 1,906 | mfu: 4.8% | epoch: 1 | remaining: 146s    
step 00226 (59.4%) | loss: 6.022279 | lrm: 0.45 | dt: 1064ms | tok/sec: 1,924 | mfu: 4.9% | epoch: 1 | remaining: 145s    
step 00227 (59.7%) | loss: 6.026365 | lrm: 0.45 | dt: 1066ms | tok/sec: 1,921 | mfu: 4.8% | epoch: 1 | remaining: 144s    
step 00228 (60.0%) | loss: 6.025920 | lrm: 0.45 | dt: 1112ms | tok/sec: 1,841 | mfu: 4.6% | epoch: 1 | remaining: 143s    
step 00229 (60.3%) | loss: 6.032066 | lrm: 0.44 | dt: 1124ms | tok/sec: 1,822 | mfu: 4.6% | epoch: 1 | remaining: 142s    
step 00230 (60.6%) | loss: 6.032898 | lrm: 0.44 | dt: 1119ms | tok/sec: 1,830 | mfu: 4.6% | epoch: 1 | remaining: 141s    
step 00231 (61.0%) | loss: 6.036347 | lrm: 0.43 | dt: 1093ms | tok/sec: 1,873 | mfu: 4.7% | epoch: 1 | remaining: 139s    
step 00232 (61.3%) | loss: 6.029219 | lrm: 0.43 | dt: 1095ms | tok/sec: 1,869 | mfu: 4.7% | epoch: 1 | remaining: 138s    
step 00233 (61.6%) | loss: 6.021886 | lrm: 0.43 | dt: 1110ms | tok/sec: 1,844 | mfu: 4.6% | epoch: 1 | remaining: 137s    
step 00234 (61.9%) | loss: 6.028984 | lrm: 0.42 | dt: 1130ms | tok/sec: 1,813 | mfu: 4.6% | epoch: 1 | remaining: 136s    
step 00235 (62.2%) | loss: 6.010823 | lrm: 0.42 | dt: 1125ms | tok/sec: 1,820 | mfu: 4.6% | epoch: 1 | remaining: 135s    
step 00236 (62.5%) | loss: 6.012998 | lrm: 0.41 | dt: 1094ms | tok/sec: 1,872 | mfu: 4.7% | epoch: 1 | remaining: 134s    
step 00237 (62.8%) | loss: 6.013892 | lrm: 0.41 | dt: 1091ms | tok/sec: 1,877 | mfu: 4.7% | epoch: 1 | remaining: 133s    
step 00238 (63.1%) | loss: 6.008816 | lrm: 0.41 | dt: 1091ms | tok/sec: 1,876 | mfu: 4.7% | epoch: 1 | remaining: 132s    
step 00239 (63.4%) | loss: 6.006164 | lrm: 0.40 | dt: 1125ms | tok/sec: 1,821 | mfu: 4.6% | epoch: 1 | remaining: 131s    
step 00240 (63.7%) | loss: 5.999053 | lrm: 0.40 | dt: 1111ms | tok/sec: 1,843 | mfu: 4.6% | epoch: 1 | remaining: 129s    
step 00241 (64.0%) | loss: 6.000891 | lrm: 0.40 | dt: 1093ms | tok/sec: 1,873 | mfu: 4.7% | epoch: 1 | remaining: 128s    
step 00242 (64.3%) | loss: 5.992230 | lrm: 0.39 | dt: 1094ms | tok/sec: 1,872 | mfu: 4.7% | epoch: 1 | remaining: 127s    
step 00243 (64.6%) | loss: 5.998176 | lrm: 0.39 | dt: 1097ms | tok/sec: 1,867 | mfu: 4.7% | epoch: 1 | remaining: 126s    
step 00244 (64.9%) | loss: 5.995143 | lrm: 0.38 | dt: 1092ms | tok/sec: 1,876 | mfu: 4.7% | epoch: 1 | remaining: 125s    
step 00245 (65.2%) | loss: 5.989326 | lrm: 0.38 | dt: 1094ms | tok/sec: 1,872 | mfu: 4.7% | epoch: 1 | remaining: 124s    
step 00246 (65.6%) | loss: 5.991729 | lrm: 0.38 | dt: 1092ms | tok/sec: 1,875 | mfu: 4.7% | epoch: 1 | remaining: 123s    
step 00247 (65.9%) | loss: 5.981976 | lrm: 0.37 | dt: 1091ms | tok/sec: 1,877 | mfu: 4.7% | epoch: 1 | remaining: 122s    
step 00248 (66.2%) | loss: 5.988651 | lrm: 0.37 | dt: 1091ms | tok/sec: 1,877 | mfu: 4.7% | epoch: 1 | remaining: 121s    
step 00249 (66.5%) | loss: 5.952977 | lrm: 0.37 | dt: 1095ms | tok/sec: 1,870 | mfu: 4.7% | epoch: 1 | remaining: 120s    
step 00250 (66.8%) | loss: 5.939302 | lrm: 0.36 | dt: 1096ms | tok/sec: 1,867 | mfu: 4.7% | epoch: 1 | remaining: 119s    
step 00251 (67.1%) | loss: 5.934375 | lrm: 0.36 | dt: 1098ms | tok/sec: 1,865 | mfu: 4.7% | epoch: 1 | remaining: 117s    
step 00252 (67.4%) | loss: 5.907401 | lrm: 0.36 | dt: 1093ms | tok/sec: 1,873 | mfu: 4.7% | epoch: 1 | remaining: 116s    
step 00253 (67.7%) | loss: 5.911710 | lrm: 0.35 | dt: 1095ms | tok/sec: 1,870 | mfu: 4.7% | epoch: 1 | remaining: 115s    
step 00254 (68.0%) | loss: 5.904889 | lrm: 0.35 | dt: 1101ms | tok/sec: 1,860 | mfu: 4.7% | epoch: 1 | remaining: 114s    
step 00255 (68.3%) | loss: 5.902634 | lrm: 0.35 | dt: 1099ms | tok/sec: 1,863 | mfu: 4.7% | epoch: 1 | remaining: 113s    
step 00256 (68.6%) | loss: 5.892647 | lrm: 0.34 | dt: 1094ms | tok/sec: 1,872 | mfu: 4.7% | epoch: 1 | remaining: 112s    
step 00257 (68.9%) | loss: 5.892176 | lrm: 0.34 | dt: 1095ms | tok/sec: 1,870 | mfu: 4.7% | epoch: 1 | remaining: 111s    
step 00258 (69.2%) | loss: 5.902139 | lrm: 0.34 | dt: 1092ms | tok/sec: 1,875 | mfu: 4.7% | epoch: 1 | remaining: 110s    
step 00259 (69.5%) | loss: 5.893453 | lrm: 0.33 | dt: 1095ms | tok/sec: 1,869 | mfu: 4.7% | epoch: 1 | remaining: 109s    
step 00260 (69.8%) | loss: 5.899862 | lrm: 0.33 | dt: 1099ms | tok/sec: 1,864 | mfu: 4.7% | epoch: 1 | remaining: 108s    
step 00261 (70.1%) | loss: 5.892274 | lrm: 0.33 | dt: 1096ms | tok/sec: 1,868 | mfu: 4.7% | epoch: 1 | remaining: 106s    
step 00262 (70.4%) | loss: 5.877766 | lrm: 0.32 | dt: 1097ms | tok/sec: 1,867 | mfu: 4.7% | epoch: 1 | remaining: 105s    
step 00263 (70.7%) | loss: 5.866677 | lrm: 0.32 | dt: 1097ms | tok/sec: 1,866 | mfu: 4.7% | epoch: 1 | remaining: 104s    
step 00264 (71.0%) | loss: 5.864229 | lrm: 0.32 | dt: 1095ms | tok/sec: 1,869 | mfu: 4.7% | epoch: 1 | remaining: 103s    
step 00265 (71.3%) | loss: 5.847944 | lrm: 0.31 | dt: 1094ms | tok/sec: 1,871 | mfu: 4.7% | epoch: 1 | remaining: 102s    
step 00266 (71.6%) | loss: 5.826360 | lrm: 0.31 | dt: 1096ms | tok/sec: 1,869 | mfu: 4.7% | epoch: 1 | remaining: 101s    
step 00267 (71.9%) | loss: 5.834217 | lrm: 0.31 | dt: 1094ms | tok/sec: 1,871 | mfu: 4.7% | epoch: 1 | remaining: 100s    
step 00268 (72.2%) | loss: 5.833172 | lrm: 0.30 | dt: 1095ms | tok/sec: 1,869 | mfu: 4.7% | epoch: 1 | remaining: 99s    
step 00269 (72.6%) | loss: 5.835622 | lrm: 0.30 | dt: 1148ms | tok/sec: 1,784 | mfu: 4.5% | epoch: 1 | remaining: 98s    
step 00270 (72.9%) | loss: 5.822178 | lrm: 0.30 | dt: 1134ms | tok/sec: 1,805 | mfu: 4.5% | epoch: 1 | remaining: 97s    
step 00271 (73.2%) | loss: 5.812041 | lrm: 0.29 | dt: 1135ms | tok/sec: 1,804 | mfu: 4.5% | epoch: 1 | remaining: 95s    
step 00272 (73.5%) | loss: 5.833547 | lrm: 0.29 | dt: 1136ms | tok/sec: 1,802 | mfu: 4.5% | epoch: 1 | remaining: 94s    
step 00273 (73.8%) | loss: 5.828728 | lrm: 0.29 | dt: 1137ms | tok/sec: 1,801 | mfu: 4.5% | epoch: 1 | remaining: 93s    
step 00274 (74.1%) | loss: 5.834965 | lrm: 0.28 | dt: 1136ms | tok/sec: 1,802 | mfu: 4.5% | epoch: 1 | remaining: 92s    
step 00275 (74.4%) | loss: 5.836397 | lrm: 0.28 | dt: 1135ms | tok/sec: 1,804 | mfu: 4.5% | epoch: 1 | remaining: 91s    
step 00276 (74.8%) | loss: 5.844733 | lrm: 0.28 | dt: 1138ms | tok/sec: 1,799 | mfu: 4.5% | epoch: 1 | remaining: 90s    
step 00277 (75.1%) | loss: 5.854846 | lrm: 0.27 | dt: 1133ms | tok/sec: 1,808 | mfu: 4.6% | epoch: 1 | remaining: 89s    
step 00278 (75.4%) | loss: 5.876842 | lrm: 0.27 | dt: 1134ms | tok/sec: 1,806 | mfu: 4.6% | epoch: 1 | remaining: 87s    
step 00279 (75.7%) | loss: 5.864272 | lrm: 0.27 | dt: 1138ms | tok/sec: 1,799 | mfu: 4.5% | epoch: 1 | remaining: 86s    
step 00280 (76.0%) | loss: 5.858451 | lrm: 0.27 | dt: 1129ms | tok/sec: 1,814 | mfu: 4.6% | epoch: 1 | remaining: 85s    
step 00281 (76.3%) | loss: 5.849108 | lrm: 0.26 | dt: 1141ms | tok/sec: 1,794 | mfu: 4.5% | epoch: 1 | remaining: 84s    
step 00282 (76.7%) | loss: 5.836876 | lrm: 0.26 | dt: 1133ms | tok/sec: 1,806 | mfu: 4.6% | epoch: 1 | remaining: 83s    
step 00283 (77.0%) | loss: 5.817152 | lrm: 0.26 | dt: 1135ms | tok/sec: 1,804 | mfu: 4.5% | epoch: 1 | remaining: 82s    
step 00284 (77.3%) | loss: 5.816923 | lrm: 0.25 | dt: 1134ms | tok/sec: 1,805 | mfu: 4.5% | epoch: 1 | remaining: 81s    
step 00285 (77.6%) | loss: 5.810914 | lrm: 0.25 | dt: 1139ms | tok/sec: 1,798 | mfu: 4.5% | epoch: 1 | remaining: 80s    
step 00286 (77.9%) | loss: 5.811613 | lrm: 0.25 | dt: 1139ms | tok/sec: 1,798 | mfu: 4.5% | epoch: 1 | remaining: 78s    
step 00287 (78.2%) | loss: 5.827108 | lrm: 0.25 | dt: 1137ms | tok/sec: 1,801 | mfu: 4.5% | epoch: 1 | remaining: 77s    
step 00288 (78.5%) | loss: 5.822005 | lrm: 0.24 | dt: 1134ms | tok/sec: 1,805 | mfu: 4.5% | epoch: 1 | remaining: 76s    
step 00289 (78.9%) | loss: 5.821944 | lrm: 0.24 | dt: 1096ms | tok/sec: 1,868 | mfu: 4.7% | epoch: 1 | remaining: 75s    
step 00290 (79.2%) | loss: 5.830967 | lrm: 0.24 | dt: 1161ms | tok/sec: 1,763 | mfu: 4.4% | epoch: 1 | remaining: 74s    
step 00291 (79.5%) | loss: 5.827939 | lrm: 0.24 | dt: 1129ms | tok/sec: 1,814 | mfu: 4.6% | epoch: 1 | remaining: 73s    
step 00292 (79.8%) | loss: 5.823379 | lrm: 0.23 | dt: 1120ms | tok/sec: 1,828 | mfu: 4.6% | epoch: 1 | remaining: 72s    
step 00293 (80.1%) | loss: 5.811304 | lrm: 0.23 | dt: 1129ms | tok/sec: 1,813 | mfu: 4.6% | epoch: 1 | remaining: 70s    
step 00294 (80.4%) | loss: 5.806243 | lrm: 0.23 | dt: 1126ms | tok/sec: 1,819 | mfu: 4.6% | epoch: 1 | remaining: 69s    
step 00295 (80.7%) | loss: 5.816247 | lrm: 0.23 | dt: 1127ms | tok/sec: 1,816 | mfu: 4.6% | epoch: 1 | remaining: 68s    
step 00296 (81.1%) | loss: 5.806748 | lrm: 0.22 | dt: 1129ms | tok/sec: 1,814 | mfu: 4.6% | epoch: 1 | remaining: 67s    
step 00297 (81.4%) | loss: 5.795300 | lrm: 0.22 | dt: 1126ms | tok/sec: 1,818 | mfu: 4.6% | epoch: 1 | remaining: 66s    
step 00298 (81.7%) | loss: 5.788225 | lrm: 0.22 | dt: 1128ms | tok/sec: 1,815 | mfu: 4.6% | epoch: 1 | remaining: 65s    
step 00299 (82.0%) | loss: 5.781444 | lrm: 0.22 | dt: 1124ms | tok/sec: 1,821 | mfu: 4.6% | epoch: 1 | remaining: 64s    
step 00300 (82.3%) | loss: 5.764336 | lrm: 0.21 | dt: 1134ms | tok/sec: 1,806 | mfu: 4.6% | epoch: 1 | remaining: 63s    
step 00301 (82.6%) | loss: 5.764598 | lrm: 0.21 | dt: 1131ms | tok/sec: 1,811 | mfu: 4.6% | epoch: 1 | remaining: 61s    
step 00302 (82.9%) | loss: 5.760545 | lrm: 0.21 | dt: 1127ms | tok/sec: 1,817 | mfu: 4.6% | epoch: 1 | remaining: 60s    
step 00303 (83.2%) | loss: 5.762293 | lrm: 0.21 | dt: 1128ms | tok/sec: 1,815 | mfu: 4.6% | epoch: 1 | remaining: 59s    
step 00304 (83.6%) | loss: 5.763010 | lrm: 0.21 | dt: 1126ms | tok/sec: 1,818 | mfu: 4.6% | epoch: 1 | remaining: 58s    
