warning: `VIRTUAL_ENV=d:\Revi\Research Projects\.venv` does not match the project environment path `.venv` and will be ignored
Vocab size: 8,192
Model config: {'sequence_len': 256, 'vocab_size': 8192, 'n_layer': 3, 'n_head': 3, 'n_kv_head': 1, 'n_embd': 192, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 1,572,864
  value_embeds            : 0
  lm_head                 : 1,572,864
  transformer_matrices    : 294,912
  scalars                 : 6
  total                   : 3,440,646
Estimated FLOPs per token: 1.297613e+07
Scaling AdamW LRs by 1/sqrt(192/768) = 1.000000
Time budget: 360s (extended from 300s for current hardware)
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.010477 | lrm: 0.00 | dt: 4854ms | tok/sec: 421 | mfu: 0.1% | epoch: 1 | remaining: 360s    
step 00620 (15.0%) | loss: 5.655970 | lrm: 0.96 | dt: 89ms | tok/sec: 22,958 | mfu: 6.5% | epoch: 1 | remaining: 306s    
step 00621 (15.0%) | loss: 5.648888 | lrm: 0.96 | dt: 88ms | tok/sec: 23,247 | mfu: 6.6% | epoch: 1 | remaining: 306s    
step 00622 (15.0%) | loss: 5.656903 | lrm: 0.96 | dt: 89ms | tok/sec: 22,945 | mfu: 6.5% | epoch: 1 | remaining: 306s    
step 00623 (15.0%) | loss: 5.649294 | lrm: 0.96 | dt: 89ms | tok/sec: 23,029 | mfu: 6.5% | epoch: 1 | remaining: 306s    
step 00624 (15.0%) | loss: 5.649747 | lrm: 0.96 | dt: 89ms | tok/sec: 22,958 | mfu: 6.5% | epoch: 1 | remaining: 306s    
step 00625 (15.1%) | loss: 5.649534 | lrm: 0.96 | dt: 89ms | tok/sec: 23,009 | mfu: 6.5% | epoch: 1 | remaining: 306s    
step 00626 (15.1%) | loss: 5.657125 | lrm: 0.96 | dt: 88ms | tok/sec: 23,297 | mfu: 6.6% | epoch: 1 | remaining: 306s    
step 00627 (15.1%) | loss: 5.665755 | lrm: 0.96 | dt: 87ms | tok/sec: 23,467 | mfu: 6.6% | epoch: 1 | remaining: 305s    
step 00628 (15.1%) | loss: 5.658334 | lrm: 0.96 | dt: 86ms | tok/sec: 23,833 | mfu: 6.7% | epoch: 1 | remaining: 305s    
step 00629 (15.2%) | loss: 5.661522 | lrm: 0.96 | dt: 87ms | tok/sec: 23,638 | mfu: 6.7% | epoch: 1 | remaining: 305s    
step 00630 (15.2%) | loss: 5.660445 | lrm: 0.96 | dt: 86ms | tok/sec: 23,797 | mfu: 6.7% | epoch: 1 | remaining: 305s    
step 00631 (15.2%) | loss: 5.645252 | lrm: 0.95 | dt: 86ms | tok/sec: 23,704 | mfu: 6.7% | epoch: 1 | remaining: 305s    
step 00632 (15.2%) | loss: 5.646645 | lrm: 0.95 | dt: 86ms | tok/sec: 23,719 | mfu: 6.7% | epoch: 1 | remaining: 305s    
step 00633 (15.3%) | loss: 5.640549 | lrm: 0.95 | dt: 86ms | tok/sec: 23,775 | mfu: 6.7% | epoch: 1 | remaining: 305s    
step 00634 (15.3%) | loss: 5.638400 | lrm: 0.95 | dt: 85ms | tok/sec: 23,964 | mfu: 6.8% | epoch: 1 | remaining: 305s    
step 00635 (15.3%) | loss: 5.645043 | lrm: 0.95 | dt: 86ms | tok/sec: 23,700 | mfu: 6.7% | epoch: 1 | remaining: 305s    
step 00636 (15.3%) | loss: 5.642557 | lrm: 0.95 | dt: 89ms | tok/sec: 22,903 | mfu: 6.5% | epoch: 1 | remaining: 305s    
step 00637 (15.4%) | loss: 5.633621 | lrm: 0.95 | dt: 89ms | tok/sec: 23,079 | mfu: 6.5% | epoch: 1 | remaining: 305s    
step 00638 (15.4%) | loss: 5.645791 | lrm: 0.95 | dt: 89ms | tok/sec: 23,012 | mfu: 6.5% | epoch: 1 | remaining: 305s    
step 00639 (15.4%) | loss: 5.644171 | lrm: 0.95 | dt: 88ms | tok/sec: 23,237 | mfu: 6.6% | epoch: 1 | remaining: 304s    
step 00640 (15.4%) | loss: 5.640229 | lrm: 0.95 | dt: 89ms | tok/sec: 23,048 | mfu: 6.5% | epoch: 1 | remaining: 304s    
step 00641 (15.5%) | loss: 5.641081 | lrm: 0.95 | dt: 89ms | tok/sec: 23,061 | mfu: 6.5% | epoch: 1 | remaining: 304s    
step 00642 (15.5%) | loss: 5.649754 | lrm: 0.95 | dt: 89ms | tok/sec: 23,037 | mfu: 6.5% | epoch: 1 | remaining: 304s    
step 00643 (15.5%) | loss: 5.637575 | lrm: 0.95 | dt: 91ms | tok/sec: 22,451 | mfu: 6.3% | epoch: 1 | remaining: 304s    
step 00644 (15.5%) | loss: 5.640375 | lrm: 0.95 | dt: 90ms | tok/sec: 22,701 | mfu: 6.4% | epoch: 1 | remaining: 304s    
step 00645 (15.6%) | loss: 5.660999 | lrm: 0.95 | dt: 89ms | tok/sec: 23,108 | mfu: 6.5% | epoch: 1 | remaining: 304s    
step 00646 (15.6%) | loss: 5.660018 | lrm: 0.95 | dt: 87ms | tok/sec: 23,412 | mfu: 6.6% | epoch: 1 | remaining: 304s    
step 00647 (15.6%) | loss: 5.656683 | lrm: 0.95 | dt: 90ms | tok/sec: 22,702 | mfu: 6.4% | epoch: 1 | remaining: 304s    
step 00648 (15.6%) | loss: 5.668838 | lrm: 0.95 | dt: 88ms | tok/sec: 23,222 | mfu: 6.6% | epoch: 1 | remaining: 304s    
step 00649 (15.7%) | loss: 5.674622 | lrm: 0.95 | dt: 89ms | tok/sec: 23,029 | mfu: 6.5% | epoch: 1 | remaining: 304s    
step 00650 (15.7%) | loss: 5.683019 | lrm: 0.95 | dt: 88ms | tok/sec: 23,180 | mfu: 6.5% | epoch: 1 | remaining: 303s    
step 00651 (15.7%) | loss: 5.660545 | lrm: 0.95 | dt: 85ms | tok/sec: 24,040 | mfu: 6.8% | epoch: 1 | remaining: 303s    
step 00652 (15.7%) | loss: 5.651311 | lrm: 0.95 | dt: 90ms | tok/sec: 22,649 | mfu: 6.4% | epoch: 1 | remaining: 303s    
step 00653 (15.8%) | loss: 5.651125 | lrm: 0.95 | dt: 86ms | tok/sec: 23,898 | mfu: 6.7% | epoch: 1 | remaining: 303s    
step 00654 (15.8%) | loss: 5.653334 | lrm: 0.95 | dt: 85ms | tok/sec: 24,000 | mfu: 6.8% | epoch: 1 | remaining: 303s    
step 00655 (15.8%) | loss: 5.665021 | lrm: 0.95 | dt: 86ms | tok/sec: 23,853 | mfu: 6.7% | epoch: 1 | remaining: 303s    
step 00656 (15.8%) | loss: 5.673473 | lrm: 0.95 | dt: 86ms | tok/sec: 23,849 | mfu: 6.7% | epoch: 1 | remaining: 303s    
step 00657 (15.9%) | loss: 5.664096 | lrm: 0.95 | dt: 86ms | tok/sec: 23,676 | mfu: 6.7% | epoch: 1 | remaining: 303s    
step 00658 (15.9%) | loss: 5.660492 | lrm: 0.95 | dt: 89ms | tok/sec: 22,992 | mfu: 6.5% | epoch: 1 | remaining: 303s    
step 00659 (15.9%) | loss: 5.654895 | lrm: 0.95 | dt: 86ms | tok/sec: 23,786 | mfu: 6.7% | epoch: 1 | remaining: 303s    
step 00660 (15.9%) | loss: 5.656494 | lrm: 0.95 | dt: 86ms | tok/sec: 23,765 | mfu: 6.7% | epoch: 1 | remaining: 303s    
step 00661 (16.0%) | loss: 5.637422 | lrm: 0.95 | dt: 87ms | tok/sec: 23,664 | mfu: 6.7% | epoch: 1 | remaining: 302s    
step 00662 (16.0%) | loss: 5.619955 | lrm: 0.95 | dt: 90ms | tok/sec: 22,881 | mfu: 6.5% | epoch: 1 | remaining: 302s    
step 00663 (16.0%) | loss: 5.628651 | lrm: 0.95 | dt: 88ms | tok/sec: 23,201 | mfu: 6.5% | epoch: 1 | remaining: 302s    
step 00664 (16.0%) | loss: 5.608864 | lrm: 0.95 | dt: 89ms | tok/sec: 23,111 | mfu: 6.5% | epoch: 1 | remaining: 302s    
step 00665 (16.0%) | loss: 5.601939 | lrm: 0.95 | dt: 88ms | tok/sec: 23,170 | mfu: 6.5% | epoch: 1 | remaining: 302s    
step 00666 (16.1%) | loss: 5.614280 | lrm: 0.95 | dt: 89ms | tok/sec: 23,134 | mfu: 6.5% | epoch: 1 | remaining: 302s    
step 00667 (16.1%) | loss: 5.633849 | lrm: 0.95 | dt: 88ms | tok/sec: 23,177 | mfu: 6.5% | epoch: 1 | remaining: 302s    
step 00668 (16.1%) | loss: 5.657182 | lrm: 0.95 | dt: 88ms | tok/sec: 23,193 | mfu: 6.5% | epoch: 1 | remaining: 302s    
step 00669 (16.1%) | loss: 5.675491 | lrm: 0.95 | dt: 88ms | tok/sec: 23,344 | mfu: 6.6% | epoch: 1 | remaining: 302s    
step 00670 (16.2%) | loss: 5.681481 | lrm: 0.95 | dt: 90ms | tok/sec: 22,851 | mfu: 6.4% | epoch: 1 | remaining: 302s    
step 00671 (16.2%) | loss: 5.684964 | lrm: 0.95 | dt: 89ms | tok/sec: 23,109 | mfu: 6.5% | epoch: 1 | remaining: 302s    
step 00672 (16.2%) | loss: 5.681768 | lrm: 0.95 | dt: 88ms | tok/sec: 23,292 | mfu: 6.6% | epoch: 1 | remaining: 302s    
step 00673 (16.2%) | loss: 5.682571 | lrm: 0.95 | dt: 88ms | tok/sec: 23,354 | mfu: 6.6% | epoch: 1 | remaining: 301s    
step 00674 (16.3%) | loss: 5.662125 | lrm: 0.95 | dt: 86ms | tok/sec: 23,789 | mfu: 6.7% | epoch: 1 | remaining: 301s    
step 00675 (16.3%) | loss: 5.658066 | lrm: 0.95 | dt: 92ms | tok/sec: 22,218 | mfu: 6.3% | epoch: 1 | remaining: 301s    
step 00676 (16.3%) | loss: 5.658606 | lrm: 0.95 | dt: 90ms | tok/sec: 22,642 | mfu: 6.4% | epoch: 1 | remaining: 301s    
step 00677 (16.3%) | loss: 5.657249 | lrm: 0.95 | dt: 90ms | tok/sec: 22,748 | mfu: 6.4% | epoch: 1 | remaining: 301s    
step 00678 (16.4%) | loss: 5.664518 | lrm: 0.95 | dt: 87ms | tok/sec: 23,660 | mfu: 6.7% | epoch: 1 | remaining: 301s    
step 00679 (16.4%) | loss: 5.664399 | lrm: 0.95 | dt: 86ms | tok/sec: 23,945 | mfu: 6.8% | epoch: 1 | remaining: 301s    
step 00680 (16.4%) | loss: 5.662430 | lrm: 0.95 | dt: 86ms | tok/sec: 23,715 | mfu: 6.7% | epoch: 1 | remaining: 301s    
step 00681 (16.4%) | loss: 5.642326 | lrm: 0.95 | dt: 83ms | tok/sec: 24,592 | mfu: 6.9% | epoch: 1 | remaining: 301s    
step 00682 (16.5%) | loss: 5.626171 | lrm: 0.95 | dt: 89ms | tok/sec: 22,957 | mfu: 6.5% | epoch: 1 | remaining: 301s    
step 00683 (16.5%) | loss: 5.625473 | lrm: 0.95 | dt: 86ms | tok/sec: 23,679 | mfu: 6.7% | epoch: 1 | remaining: 301s    
step 00684 (16.5%) | loss: 5.609361 | lrm: 0.95 | dt: 85ms | tok/sec: 24,150 | mfu: 6.8% | epoch: 1 | remaining: 300s    
step 00685 (16.5%) | loss: 5.594034 | lrm: 0.95 | dt: 88ms | tok/sec: 23,312 | mfu: 6.6% | epoch: 1 | remaining: 300s    
step 00686 (16.6%) | loss: 5.594552 | lrm: 0.95 | dt: 86ms | tok/sec: 23,780 | mfu: 6.7% | epoch: 1 | remaining: 300s    
step 00687 (16.6%) | loss: 5.589107 | lrm: 0.95 | dt: 89ms | tok/sec: 23,130 | mfu: 6.5% | epoch: 1 | remaining: 300s    
step 00688 (16.6%) | loss: 5.587179 | lrm: 0.95 | dt: 90ms | tok/sec: 22,720 | mfu: 6.4% | epoch: 1 | remaining: 300s    
step 00689 (16.6%) | loss: 5.579198 | lrm: 0.95 | dt: 89ms | tok/sec: 22,970 | mfu: 6.5% | epoch: 1 | remaining: 300s    
step 00690 (16.7%) | loss: 5.582881 | lrm: 0.95 | dt: 88ms | tok/sec: 23,278 | mfu: 6.6% | epoch: 1 | remaining: 300s    
step 00691 (16.7%) | loss: 5.583195 | lrm: 0.95 | dt: 88ms | tok/sec: 23,229 | mfu: 6.6% | epoch: 1 | remaining: 300s    
step 00692 (16.7%) | loss: 5.584876 | lrm: 0.95 | dt: 90ms | tok/sec: 22,793 | mfu: 6.4% | epoch: 1 | remaining: 300s    
step 00693 (16.7%) | loss: 5.586466 | lrm: 0.95 | dt: 88ms | tok/sec: 23,184 | mfu: 6.5% | epoch: 1 | remaining: 300s    
step 00694 (16.8%) | loss: 5.591099 | lrm: 0.95 | dt: 92ms | tok/sec: 22,218 | mfu: 6.3% | epoch: 1 | remaining: 300s    
step 00695 (16.8%) | loss: 5.598004 | lrm: 0.95 | dt: 89ms | tok/sec: 23,037 | mfu: 6.5% | epoch: 1 | remaining: 299s    
step 00696 (16.8%) | loss: 5.611250 | lrm: 0.94 | dt: 89ms | tok/sec: 23,004 | mfu: 6.5% | epoch: 1 | remaining: 299s    
step 00697 (16.8%) | loss: 5.621785 | lrm: 0.94 | dt: 89ms | tok/sec: 23,034 | mfu: 6.5% | epoch: 1 | remaining: 299s    
step 00698 (16.9%) | loss: 5.643271 | lrm: 0.94 | dt: 89ms | tok/sec: 23,008 | mfu: 6.5% | epoch: 1 | remaining: 299s    
step 00699 (16.9%) | loss: 5.642572 | lrm: 0.94 | dt: 90ms | tok/sec: 22,667 | mfu: 6.4% | epoch: 1 | remaining: 299s    
step 00700 (16.9%) | loss: 5.642421 | lrm: 0.94 | dt: 89ms | tok/sec: 23,010 | mfu: 6.5% | epoch: 1 | remaining: 299s    
step 00701 (16.9%) | loss: 5.626462 | lrm: 0.94 | dt: 89ms | tok/sec: 23,038 | mfu: 6.5% | epoch: 1 | remaining: 299s    
step 00702 (17.0%) | loss: 5.613835 | lrm: 0.94 | dt: 88ms | tok/sec: 23,185 | mfu: 6.5% | epoch: 1 | remaining: 299s    
step 00703 (17.0%) | loss: 5.605821 | lrm: 0.94 | dt: 87ms | tok/sec: 23,572 | mfu: 6.6% | epoch: 1 | remaining: 299s    
step 00704 (17.0%) | loss: 5.608244 | lrm: 0.94 | dt: 87ms | tok/sec: 23,573 | mfu: 6.6% | epoch: 1 | remaining: 299s    
step 00705 (17.0%) | loss: 5.592801 | lrm: 0.94 | dt: 84ms | tok/sec: 24,286 | mfu: 6.9% | epoch: 1 | remaining: 299s    
step 00706 (17.1%) | loss: 5.590474 | lrm: 0.94 | dt: 89ms | tok/sec: 23,098 | mfu: 6.5% | epoch: 1 | remaining: 299s    
step 00707 (17.1%) | loss: 5.592816 | lrm: 0.94 | dt: 86ms | tok/sec: 23,855 | mfu: 6.7% | epoch: 1 | remaining: 298s    
step 00708 (17.1%) | loss: 5.598808 | lrm: 0.94 | dt: 87ms | tok/sec: 23,530 | mfu: 6.6% | epoch: 1 | remaining: 298s    
step 00709 (17.1%) | loss: 5.602005 | lrm: 0.94 | dt: 82ms | tok/sec: 24,868 | mfu: 7.0% | epoch: 1 | remaining: 298s    
step 00710 (17.1%) | loss: 5.597567 | lrm: 0.94 | dt: 93ms | tok/sec: 22,111 | mfu: 6.2% | epoch: 1 | remaining: 298s    
step 00711 (17.2%) | loss: 5.584631 | lrm: 0.94 | dt: 86ms | tok/sec: 23,757 | mfu: 6.7% | epoch: 1 | remaining: 298s    
step 00712 (17.2%) | loss: 5.574701 | lrm: 0.94 | dt: 91ms | tok/sec: 22,573 | mfu: 6.4% | epoch: 1 | remaining: 298s    
step 00713 (17.2%) | loss: 5.603435 | lrm: 0.94 | dt: 88ms | tok/sec: 23,143 | mfu: 6.5% | epoch: 1 | remaining: 298s    
step 00714 (17.2%) | loss: 5.603231 | lrm: 0.94 | dt: 89ms | tok/sec: 23,020 | mfu: 6.5% | epoch: 1 | remaining: 298s    
step 00715 (17.3%) | loss: 5.598164 | lrm: 0.94 | dt: 83ms | tok/sec: 24,751 | mfu: 7.0% | epoch: 1 | remaining: 298s    
step 00716 (17.3%) | loss: 5.577216 | lrm: 0.94 | dt: 94ms | tok/sec: 21,716 | mfu: 6.1% | epoch: 1 | remaining: 298s    
step 00717 (17.3%) | loss: 5.565735 | lrm: 0.94 | dt: 89ms | tok/sec: 23,018 | mfu: 6.5% | epoch: 1 | remaining: 298s    
step 00718 (17.3%) | loss: 5.569924 | lrm: 0.94 | dt: 89ms | tok/sec: 22,931 | mfu: 6.5% | epoch: 1 | remaining: 297s    
step 00719 (17.4%) | loss: 5.564587 | lrm: 0.94 | dt: 91ms | tok/sec: 22,478 | mfu: 6.3% | epoch: 1 | remaining: 297s    
step 00720 (17.4%) | loss: 5.576994 | lrm: 0.94 | dt: 88ms | tok/sec: 23,227 | mfu: 6.6% | epoch: 1 | remaining: 297s    
step 00721 (17.4%) | loss: 5.563689 | lrm: 0.94 | dt: 89ms | tok/sec: 22,920 | mfu: 6.5% | epoch: 1 | remaining: 297s    
step 00722 (17.4%) | loss: 5.576210 | lrm: 0.94 | dt: 89ms | tok/sec: 22,920 | mfu: 6.5% | epoch: 1 | remaining: 297s    
step 00723 (17.5%) | loss: 5.585726 | lrm: 0.94 | dt: 89ms | tok/sec: 23,036 | mfu: 6.5% | epoch: 1 | remaining: 297s    
step 00724 (17.5%) | loss: 5.573340 | lrm: 0.94 | dt: 89ms | tok/sec: 22,918 | mfu: 6.5% | epoch: 1 | remaining: 297s    
step 00725 (17.5%) | loss: 5.575177 | lrm: 0.94 | dt: 88ms | tok/sec: 23,235 | mfu: 6.6% | epoch: 1 | remaining: 297s    
step 00726 (17.5%) | loss: 5.585710 | lrm: 0.94 | dt: 89ms | tok/sec: 23,043 | mfu: 6.5% | epoch: 1 | remaining: 297s    
step 00727 (17.6%) | loss: 5.582066 | lrm: 0.94 | dt: 88ms | tok/sec: 23,345 | mfu: 6.6% | epoch: 1 | remaining: 297s    
step 00728 (17.6%) | loss: 5.582189 | lrm: 0.94 | dt: 88ms | tok/sec: 23,393 | mfu: 6.6% | epoch: 1 | remaining: 297s    
step 00729 (17.6%) | loss: 5.589576 | lrm: 0.94 | dt: 87ms | tok/sec: 23,644 | mfu: 6.7% | epoch: 1 | remaining: 296s    
step 00730 (17.6%) | loss: 5.571511 | lrm: 0.94 | dt: 86ms | tok/sec: 23,863 | mfu: 6.7% | epoch: 1 | remaining: 296s    
step 00731 (17.7%) | loss: 5.566724 | lrm: 0.94 | dt: 86ms | tok/sec: 23,695 | mfu: 6.7% | epoch: 1 | remaining: 296s    
step 00732 (17.7%) | loss: 5.565018 | lrm: 0.94 | dt: 86ms | tok/sec: 23,770 | mfu: 6.7% | epoch: 1 | remaining: 296s    
step 00733 (17.7%) | loss: 5.555835 | lrm: 0.94 | dt: 87ms | tok/sec: 23,428 | mfu: 6.6% | epoch: 1 | remaining: 296s    
step 00734 (17.7%) | loss: 5.552727 | lrm: 0.94 | dt: 86ms | tok/sec: 23,892 | mfu: 6.7% | epoch: 1 | remaining: 296s    
step 00735 (17.8%) | loss: 5.569248 | lrm: 0.94 | dt: 85ms | tok/sec: 24,137 | mfu: 6.8% | epoch: 1 | remaining: 296s    
step 00736 (17.8%) | loss: 5.594131 | lrm: 0.94 | dt: 87ms | tok/sec: 23,524 | mfu: 6.6% | epoch: 1 | remaining: 296s    
step 00737 (17.8%) | loss: 5.598318 | lrm: 0.94 | dt: 84ms | tok/sec: 24,471 | mfu: 6.9% | epoch: 1 | remaining: 296s    
step 00738 (17.8%) | loss: 5.601952 | lrm: 0.94 | dt: 91ms | tok/sec: 22,452 | mfu: 6.3% | epoch: 1 | remaining: 296s    
step 00739 (17.9%) | loss: 5.581176 | lrm: 0.94 | dt: 90ms | tok/sec: 22,876 | mfu: 6.5% | epoch: 1 | remaining: 296s    
step 00740 (17.9%) | loss: 5.580669 | lrm: 0.94 | dt: 87ms | tok/sec: 23,476 | mfu: 6.6% | epoch: 1 | remaining: 296s    
step 00741 (17.9%) | loss: 5.589772 | lrm: 0.94 | dt: 90ms | tok/sec: 22,832 | mfu: 6.4% | epoch: 1 | remaining: 295s    
step 00742 (17.9%) | loss: 5.591876 | lrm: 0.94 | dt: 89ms | tok/sec: 23,087 | mfu: 6.5% | epoch: 1 | remaining: 295s    
step 00743 (18.0%) | loss: 5.605090 | lrm: 0.94 | dt: 93ms | tok/sec: 22,109 | mfu: 6.2% | epoch: 1 | remaining: 295s    
step 00744 (18.0%) | loss: 5.607378 | lrm: 0.94 | dt: 93ms | tok/sec: 22,104 | mfu: 6.2% | epoch: 1 | remaining: 295s    
step 00745 (18.0%) | loss: 5.602928 | lrm: 0.94 | dt: 88ms | tok/sec: 23,231 | mfu: 6.6% | epoch: 1 | remaining: 295s    
step 00746 (18.0%) | loss: 5.599315 | lrm: 0.94 | dt: 87ms | tok/sec: 23,467 | mfu: 6.6% | epoch: 1 | remaining: 295s    
step 00747 (18.1%) | loss: 5.592563 | lrm: 0.94 | dt: 91ms | tok/sec: 22,472 | mfu: 6.3% | epoch: 1 | remaining: 295s    
step 00748 (18.1%) | loss: 5.616751 | lrm: 0.94 | dt: 88ms | tok/sec: 23,274 | mfu: 6.6% | epoch: 1 | remaining: 295s    
step 00749 (18.1%) | loss: 5.620428 | lrm: 0.94 | dt: 89ms | tok/sec: 22,973 | mfu: 6.5% | epoch: 1 | remaining: 295s    
step 00750 (18.1%) | loss: 5.613680 | lrm: 0.94 | dt: 88ms | tok/sec: 23,178 | mfu: 6.5% | epoch: 1 | remaining: 295s    
step 00751 (18.2%) | loss: 5.608504 | lrm: 0.94 | dt: 83ms | tok/sec: 24,631 | mfu: 6.9% | epoch: 1 | remaining: 295s    
step 00752 (18.2%) | loss: 5.625096 | lrm: 0.94 | dt: 95ms | tok/sec: 21,654 | mfu: 6.1% | epoch: 1 | remaining: 294s    
step 00753 (18.2%) | loss: 5.623510 | lrm: 0.94 | dt: 88ms | tok/sec: 23,154 | mfu: 6.5% | epoch: 1 | remaining: 294s    
step 00754 (18.2%) | loss: 5.607623 | lrm: 0.94 | dt: 88ms | tok/sec: 23,285 | mfu: 6.6% | epoch: 1 | remaining: 294s    
step 00755 (18.3%) | loss: 5.612718 | lrm: 0.93 | dt: 87ms | tok/sec: 23,672 | mfu: 6.7% | epoch: 1 | remaining: 294s    
step 00756 (18.3%) | loss: 5.626287 | lrm: 0.93 | dt: 86ms | tok/sec: 23,700 | mfu: 6.7% | epoch: 1 | remaining: 294s    
step 00757 (18.3%) | loss: 5.632405 | lrm: 0.93 | dt: 87ms | tok/sec: 23,564 | mfu: 6.6% | epoch: 1 | remaining: 294s    
step 00758 (18.3%) | loss: 5.614982 | lrm: 0.93 | dt: 85ms | tok/sec: 24,021 | mfu: 6.8% | epoch: 1 | remaining: 294s    
step 00759 (18.4%) | loss: 5.623326 | lrm: 0.93 | dt: 86ms | tok/sec: 23,750 | mfu: 6.7% | epoch: 1 | remaining: 294s    
step 00760 (18.4%) | loss: 5.604042 | lrm: 0.93 | dt: 92ms | tok/sec: 22,306 | mfu: 6.3% | epoch: 1 | remaining: 294s    
step 00761 (18.4%) | loss: 5.600525 | lrm: 0.93 | dt: 86ms | tok/sec: 23,723 | mfu: 6.7% | epoch: 1 | remaining: 294s    
step 00762 (18.4%) | loss: 5.602806 | lrm: 0.93 | dt: 86ms | tok/sec: 23,740 | mfu: 6.7% | epoch: 1 | remaining: 294s    
step 00763 (18.4%) | loss: 5.594417 | lrm: 0.93 | dt: 88ms | tok/sec: 23,347 | mfu: 6.6% | epoch: 1 | remaining: 293s    
step 00764 (18.5%) | loss: 5.584404 | lrm: 0.93 | dt: 86ms | tok/sec: 23,789 | mfu: 6.7% | epoch: 1 | remaining: 293s    
step 00765 (18.5%) | loss: 5.578727 | lrm: 0.93 | dt: 92ms | tok/sec: 22,243 | mfu: 6.3% | epoch: 1 | remaining: 293s    
step 00766 (18.5%) | loss: 5.570909 | lrm: 0.93 | dt: 88ms | tok/sec: 23,378 | mfu: 6.6% | epoch: 1 | remaining: 293s    
step 00767 (18.5%) | loss: 5.572983 | lrm: 0.93 | dt: 89ms | tok/sec: 22,972 | mfu: 6.5% | epoch: 1 | remaining: 293s    
step 00768 (18.6%) | loss: 5.574743 | lrm: 0.93 | dt: 90ms | tok/sec: 22,829 | mfu: 6.4% | epoch: 1 | remaining: 293s    
step 00769 (18.6%) | loss: 5.572839 | lrm: 0.93 | dt: 89ms | tok/sec: 23,127 | mfu: 6.5% | epoch: 1 | remaining: 293s    
step 00770 (18.6%) | loss: 5.564864 | lrm: 0.93 | dt: 88ms | tok/sec: 23,250 | mfu: 6.6% | epoch: 1 | remaining: 293s    
step 00771 (18.6%) | loss: 5.559647 | lrm: 0.93 | dt: 89ms | tok/sec: 23,001 | mfu: 6.5% | epoch: 1 | remaining: 293s    
step 00772 (18.7%) | loss: 5.564752 | lrm: 0.93 | dt: 89ms | tok/sec: 23,083 | mfu: 6.5% | epoch: 1 | remaining: 293s    
step 00773 (18.7%) | loss: 5.564047 | lrm: 0.93 | dt: 91ms | tok/sec: 22,592 | mfu: 6.4% | epoch: 1 | remaining: 293s    
step 00774 (18.7%) | loss: 5.546683 | lrm: 0.93 | dt: 88ms | tok/sec: 23,184 | mfu: 6.5% | epoch: 1 | remaining: 293s    
step 00775 (18.7%) | loss: 5.541382 | lrm: 0.93 | dt: 89ms | tok/sec: 23,097 | mfu: 6.5% | epoch: 1 | remaining: 292s    
step 00776 (18.8%) | loss: 5.545126 | lrm: 0.93 | dt: 89ms | tok/sec: 23,133 | mfu: 6.5% | epoch: 1 | remaining: 292s    
step 00777 (18.8%) | loss: 5.534391 | lrm: 0.93 | dt: 94ms | tok/sec: 21,693 | mfu: 6.1% | epoch: 1 | remaining: 292s    
step 00778 (18.8%) | loss: 5.531593 | lrm: 0.93 | dt: 91ms | tok/sec: 22,452 | mfu: 6.3% | epoch: 1 | remaining: 292s    
step 00779 (18.8%) | loss: 5.513236 | lrm: 0.93 | dt: 92ms | tok/sec: 22,379 | mfu: 6.3% | epoch: 1 | remaining: 292s    
step 00780 (18.9%) | loss: 5.517459 | lrm: 0.93 | dt: 86ms | tok/sec: 23,694 | mfu: 6.7% | epoch: 1 | remaining: 292s    
step 00781 (18.9%) | loss: 5.513009 | lrm: 0.93 | dt: 86ms | tok/sec: 23,887 | mfu: 6.7% | epoch: 1 | remaining: 292s    
step 00782 (18.9%) | loss: 5.513826 | lrm: 0.93 | dt: 86ms | tok/sec: 23,691 | mfu: 6.7% | epoch: 1 | remaining: 292s    
step 00783 (18.9%) | loss: 5.521347 | lrm: 0.93 | dt: 86ms | tok/sec: 23,762 | mfu: 6.7% | epoch: 1 | remaining: 292s    
step 00784 (19.0%) | loss: 5.537427 | lrm: 0.93 | dt: 86ms | tok/sec: 23,793 | mfu: 6.7% | epoch: 1 | remaining: 292s    
step 00785 (19.0%) | loss: 5.531358 | lrm: 0.93 | dt: 86ms | tok/sec: 23,822 | mfu: 6.7% | epoch: 1 | remaining: 292s    
step 00786 (19.0%) | loss: 5.514437 | lrm: 0.93 | dt: 86ms | tok/sec: 23,724 | mfu: 6.7% | epoch: 1 | remaining: 291s    
step 00787 (19.0%) | loss: 5.504635 | lrm: 0.93 | dt: 87ms | tok/sec: 23,659 | mfu: 6.7% | epoch: 1 | remaining: 291s    
step 00788 (19.1%) | loss: 5.504735 | lrm: 0.93 | dt: 87ms | tok/sec: 23,622 | mfu: 6.7% | epoch: 1 | remaining: 291s    
step 00789 (19.1%) | loss: 5.496368 | lrm: 0.93 | dt: 88ms | tok/sec: 23,311 | mfu: 6.6% | epoch: 1 | remaining: 291s    
step 00790 (19.1%) | loss: 5.490881 | lrm: 0.93 | dt: 85ms | tok/sec: 24,041 | mfu: 6.8% | epoch: 1 | remaining: 291s    
step 00791 (19.1%) | loss: 5.505766 | lrm: 0.93 | dt: 88ms | tok/sec: 23,156 | mfu: 6.5% | epoch: 1 | remaining: 291s    
