warning: `VIRTUAL_ENV=d:\Revi\Research Projects\.venv` does not match the project environment path `.venv` and will be ignored
Vocab size: 8,192
Model config: {'sequence_len': 256, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 10, 'n_kv_head': 1, 'n_embd': 640, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 0
  lm_head                 : 5,242,880
  transformer_matrices    : 15,564,800
  scalars                 : 20
  total                   : 26,050,580
Estimated FLOPs per token: 1.445069e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.000000
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.012065 | lrm: 0.00 | dt: 5931ms | tok/sec: 345 | mfu: 1.1% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011950 | lrm: 0.00 | dt: 1245ms | tok/sec: 1,645 | mfu: 5.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011543 | lrm: 0.00 | dt: 1228ms | tok/sec: 1,667 | mfu: 5.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011477 | lrm: 0.00 | dt: 1259ms | tok/sec: 1,627 | mfu: 5.1% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011570 | lrm: 0.00 | dt: 1245ms | tok/sec: 1,644 | mfu: 5.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011425 | lrm: 0.00 | dt: 1246ms | tok/sec: 1,644 | mfu: 5.2% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011465 | lrm: 0.00 | dt: 1244ms | tok/sec: 1,646 | mfu: 5.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011418 | lrm: 0.00 | dt: 1258ms | tok/sec: 1,627 | mfu: 5.1% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011508 | lrm: 0.00 | dt: 1254ms | tok/sec: 1,633 | mfu: 5.1% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011385 | lrm: 0.00 | dt: 1255ms | tok/sec: 1,631 | mfu: 5.1% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.011353 | lrm: 0.00 | dt: 1242ms | tok/sec: 1,649 | mfu: 5.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011261 | lrm: 0.00 | dt: 1253ms | tok/sec: 1,634 | mfu: 5.1% | epoch: 1 | remaining: 299s    
step 00012 (0.4%) | loss: 9.011213 | lrm: 0.84 | dt: 1251ms | tok/sec: 1,637 | mfu: 5.1% | epoch: 1 | remaining: 297s    
step 00013 (0.8%) | loss: 8.982540 | lrm: 1.00 | dt: 1259ms | tok/sec: 1,626 | mfu: 5.1% | epoch: 1 | remaining: 296s    
step 00014 (1.3%) | loss: 8.912603 | lrm: 1.00 | dt: 1240ms | tok/sec: 1,651 | mfu: 5.2% | epoch: 1 | remaining: 295s    
step 00152 (60.9%) | loss: 6.227389 | lrm: 0.43 | dt: 1395ms | tok/sec: 1,468 | mfu: 4.6% | epoch: 1 | remaining: 116s    
step 00153 (61.4%) | loss: 6.220335 | lrm: 0.43 | dt: 1404ms | tok/sec: 1,458 | mfu: 4.6% | epoch: 1 | remaining: 115s    
step 00154 (61.8%) | loss: 6.224764 | lrm: 0.42 | dt: 1463ms | tok/sec: 1,400 | mfu: 4.4% | epoch: 1 | remaining: 113s    
step 00155 (62.3%) | loss: 6.226468 | lrm: 0.42 | dt: 1480ms | tok/sec: 1,384 | mfu: 4.3% | epoch: 1 | remaining: 112s    
step 00156 (62.8%) | loss: 6.230207 | lrm: 0.41 | dt: 1460ms | tok/sec: 1,402 | mfu: 4.4% | epoch: 1 | remaining: 110s    
step 00157 (63.3%) | loss: 6.231065 | lrm: 0.40 | dt: 1442ms | tok/sec: 1,420 | mfu: 4.5% | epoch: 1 | remaining: 109s    
step 00158 (63.8%) | loss: 6.219444 | lrm: 0.40 | dt: 1416ms | tok/sec: 1,446 | mfu: 4.5% | epoch: 1 | remaining: 107s    
step 00159 (64.2%) | loss: 6.212543 | lrm: 0.39 | dt: 1438ms | tok/sec: 1,424 | mfu: 4.5% | epoch: 1 | remaining: 106s    
step 00160 (64.7%) | loss: 6.230867 | lrm: 0.39 | dt: 1435ms | tok/sec: 1,426 | mfu: 4.5% | epoch: 1 | remaining: 104s    
step 00161 (65.2%) | loss: 6.246374 | lrm: 0.38 | dt: 1505ms | tok/sec: 1,361 | mfu: 4.3% | epoch: 1 | remaining: 103s    
step 00162 (65.7%) | loss: 6.253093 | lrm: 0.38 | dt: 1622ms | tok/sec: 1,262 | mfu: 4.0% | epoch: 1 | remaining: 101s    
step 00163 (66.2%) | loss: 6.246659 | lrm: 0.37 | dt: 1705ms | tok/sec: 1,201 | mfu: 3.8% | epoch: 1 | remaining: 100s    
step 00164 (66.8%) | loss: 6.229022 | lrm: 0.36 | dt: 1698ms | tok/sec: 1,206 | mfu: 3.8% | epoch: 1 | remaining: 98s    
step 00165 (67.4%) | loss: 6.217702 | lrm: 0.36 | dt: 1538ms | tok/sec: 1,331 | mfu: 4.2% | epoch: 1 | remaining: 96s    
step 00166 (67.9%) | loss: 6.209235 | lrm: 0.35 | dt: 1435ms | tok/sec: 1,427 | mfu: 4.5% | epoch: 1 | remaining: 95s    
step 00167 (68.4%) | loss: 6.204713 | lrm: 0.34 | dt: 1434ms | tok/sec: 1,428 | mfu: 4.5% | epoch: 1 | remaining: 93s    
step 00168 (68.9%) | loss: 6.188834 | lrm: 0.34 | dt: 1431ms | tok/sec: 1,430 | mfu: 4.5% | epoch: 1 | remaining: 92s    
step 00169 (69.3%) | loss: 6.146211 | lrm: 0.33 | dt: 1431ms | tok/sec: 1,431 | mfu: 4.5% | epoch: 1 | remaining: 91s    
step 00170 (69.8%) | loss: 6.137318 | lrm: 0.33 | dt: 1439ms | tok/sec: 1,423 | mfu: 4.5% | epoch: 1 | remaining: 89s    
step 00171 (70.3%) | loss: 6.157669 | lrm: 0.32 | dt: 1439ms | tok/sec: 1,423 | mfu: 4.5% | epoch: 1 | remaining: 88s    
step 00172 (70.8%) | loss: 6.169759 | lrm: 0.32 | dt: 1439ms | tok/sec: 1,423 | mfu: 4.5% | epoch: 1 | remaining: 86s    
step 00173 (71.2%) | loss: 6.160583 | lrm: 0.31 | dt: 1434ms | tok/sec: 1,428 | mfu: 4.5% | epoch: 1 | remaining: 85s    
step 00174 (71.7%) | loss: 6.167203 | lrm: 0.31 | dt: 1435ms | tok/sec: 1,426 | mfu: 4.5% | epoch: 1 | remaining: 83s    
step 00175 (72.2%) | loss: 6.169108 | lrm: 0.30 | dt: 1431ms | tok/sec: 1,431 | mfu: 4.5% | epoch: 1 | remaining: 82s    
step 00176 (72.7%) | loss: 6.160981 | lrm: 0.30 | dt: 1441ms | tok/sec: 1,421 | mfu: 4.5% | epoch: 1 | remaining: 81s    
step 00177 (73.2%) | loss: 6.136831 | lrm: 0.29 | dt: 1429ms | tok/sec: 1,433 | mfu: 4.5% | epoch: 1 | remaining: 79s    
step 00178 (73.6%) | loss: 6.114199 | lrm: 0.29 | dt: 1439ms | tok/sec: 1,423 | mfu: 4.5% | epoch: 1 | remaining: 78s    
step 00179 (74.1%) | loss: 6.092038 | lrm: 0.28 | dt: 1440ms | tok/sec: 1,422 | mfu: 4.5% | epoch: 1 | remaining: 76s    
step 00180 (74.6%) | loss: 6.077977 | lrm: 0.28 | dt: 1438ms | tok/sec: 1,423 | mfu: 4.5% | epoch: 1 | remaining: 75s    
step 00181 (75.1%) | loss: 6.076011 | lrm: 0.27 | dt: 1440ms | tok/sec: 1,422 | mfu: 4.5% | epoch: 1 | remaining: 73s    
step 00182 (75.6%) | loss: 6.047241 | lrm: 0.27 | dt: 1430ms | tok/sec: 1,431 | mfu: 4.5% | epoch: 1 | remaining: 72s    
step 00183 (76.0%) | loss: 6.047069 | lrm: 0.27 | dt: 1440ms | tok/sec: 1,422 | mfu: 4.5% | epoch: 1 | remaining: 70s    
step 00184 (76.5%) | loss: 6.054382 | lrm: 0.26 | dt: 1430ms | tok/sec: 1,432 | mfu: 4.5% | epoch: 1 | remaining: 69s    
step 00185 (77.0%) | loss: 6.034782 | lrm: 0.26 | dt: 1440ms | tok/sec: 1,421 | mfu: 4.5% | epoch: 1 | remaining: 68s    
step 00186 (77.5%) | loss: 6.038223 | lrm: 0.25 | dt: 1442ms | tok/sec: 1,420 | mfu: 4.5% | epoch: 1 | remaining: 66s    
step 00187 (77.9%) | loss: 6.032319 | lrm: 0.25 | dt: 1437ms | tok/sec: 1,424 | mfu: 4.5% | epoch: 1 | remaining: 65s    
step 00188 (78.4%) | loss: 6.033503 | lrm: 0.24 | dt: 1436ms | tok/sec: 1,425 | mfu: 4.5% | epoch: 1 | remaining: 63s    
step 00189 (78.9%) | loss: 6.035456 | lrm: 0.24 | dt: 1439ms | tok/sec: 1,423 | mfu: 4.5% | epoch: 1 | remaining: 62s    
step 00190 (79.4%) | loss: 6.039865 | lrm: 0.24 | dt: 1482ms | tok/sec: 1,381 | mfu: 4.3% | epoch: 1 | remaining: 60s    
step 00191 (79.9%) | loss: 6.010648 | lrm: 0.23 | dt: 1432ms | tok/sec: 1,430 | mfu: 4.5% | epoch: 1 | remaining: 59s    
step 00192 (80.4%) | loss: 6.006239 | lrm: 0.23 | dt: 1434ms | tok/sec: 1,428 | mfu: 4.5% | epoch: 1 | remaining: 57s    
step 00193 (80.8%) | loss: 6.019563 | lrm: 0.23 | dt: 1433ms | tok/sec: 1,428 | mfu: 4.5% | epoch: 1 | remaining: 56s    
step 00194 (81.3%) | loss: 6.008996 | lrm: 0.22 | dt: 1443ms | tok/sec: 1,419 | mfu: 4.5% | epoch: 1 | remaining: 55s    
step 00195 (81.8%) | loss: 5.993654 | lrm: 0.22 | dt: 1435ms | tok/sec: 1,426 | mfu: 4.5% | epoch: 1 | remaining: 53s    
step 00196 (82.3%) | loss: 5.986849 | lrm: 0.21 | dt: 1431ms | tok/sec: 1,431 | mfu: 4.5% | epoch: 1 | remaining: 52s    
step 00197 (82.7%) | loss: 5.977960 | lrm: 0.21 | dt: 1433ms | tok/sec: 1,429 | mfu: 4.5% | epoch: 1 | remaining: 50s    
step 00198 (83.2%) | loss: 5.951535 | lrm: 0.21 | dt: 1471ms | tok/sec: 1,391 | mfu: 4.4% | epoch: 1 | remaining: 49s    
step 00199 (83.7%) | loss: 5.942193 | lrm: 0.20 | dt: 1436ms | tok/sec: 1,425 | mfu: 4.5% | epoch: 1 | remaining: 47s    
step 00200 (84.2%) | loss: 5.954238 | lrm: 0.20 | dt: 1427ms | tok/sec: 1,435 | mfu: 4.5% | epoch: 1 | remaining: 46s    
step 00201 (84.7%) | loss: 5.983191 | lrm: 0.20 | dt: 1438ms | tok/sec: 1,424 | mfu: 4.5% | epoch: 1 | remaining: 45s    
step 00202 (85.1%) | loss: 5.987246 | lrm: 0.20 | dt: 1420ms | tok/sec: 1,442 | mfu: 4.5% | epoch: 1 | remaining: 43s    
step 00203 (85.6%) | loss: 6.016569 | lrm: 0.19 | dt: 1426ms | tok/sec: 1,436 | mfu: 4.5% | epoch: 1 | remaining: 42s    
step 00204 (86.1%) | loss: 6.011817 | lrm: 0.19 | dt: 1429ms | tok/sec: 1,433 | mfu: 4.5% | epoch: 1 | remaining: 40s    
step 00205 (86.6%) | loss: 5.985146 | lrm: 0.19 | dt: 1430ms | tok/sec: 1,431 | mfu: 4.5% | epoch: 1 | remaining: 39s    
step 00206 (87.1%) | loss: 5.997623 | lrm: 0.19 | dt: 1437ms | tok/sec: 1,424 | mfu: 4.5% | epoch: 1 | remaining: 37s    
step 00207 (87.5%) | loss: 6.008155 | lrm: 0.18 | dt: 1481ms | tok/sec: 1,382 | mfu: 4.3% | epoch: 1 | remaining: 36s    
step 00208 (88.0%) | loss: 6.012269 | lrm: 0.18 | dt: 1485ms | tok/sec: 1,378 | mfu: 4.3% | epoch: 1 | remaining: 34s    
step 00209 (88.5%) | loss: 6.013864 | lrm: 0.18 | dt: 1437ms | tok/sec: 1,425 | mfu: 4.5% | epoch: 1 | remaining: 33s    
step 00210 (89.0%) | loss: 5.991438 | lrm: 0.18 | dt: 1443ms | tok/sec: 1,419 | mfu: 4.5% | epoch: 1 | remaining: 32s    
step 00211 (89.5%) | loss: 5.984896 | lrm: 0.17 | dt: 1440ms | tok/sec: 1,421 | mfu: 4.5% | epoch: 1 | remaining: 30s    
step 00212 (90.0%) | loss: 5.973250 | lrm: 0.17 | dt: 1449ms | tok/sec: 1,413 | mfu: 4.4% | epoch: 1 | remaining: 29s    
step 00213 (90.4%) | loss: 5.969504 | lrm: 0.17 | dt: 1447ms | tok/sec: 1,415 | mfu: 4.4% | epoch: 1 | remaining: 27s    
step 00214 (90.9%) | loss: 5.964537 | lrm: 0.17 | dt: 1500ms | tok/sec: 1,365 | mfu: 4.3% | epoch: 1 | remaining: 26s    
step 00215 (91.4%) | loss: 5.956490 | lrm: 0.17 | dt: 1444ms | tok/sec: 1,418 | mfu: 4.5% | epoch: 1 | remaining: 24s    
step 00216 (91.9%) | loss: 5.947031 | lrm: 0.16 | dt: 1429ms | tok/sec: 1,433 | mfu: 4.5% | epoch: 1 | remaining: 23s    
step 00217 (92.4%) | loss: 5.941254 | lrm: 0.16 | dt: 1432ms | tok/sec: 1,430 | mfu: 4.5% | epoch: 1 | remaining: 21s    
step 00218 (92.9%) | loss: 5.939819 | lrm: 0.16 | dt: 1430ms | tok/sec: 1,432 | mfu: 4.5% | epoch: 1 | remaining: 20s    
step 00219 (93.3%) | loss: 5.941056 | lrm: 0.16 | dt: 1430ms | tok/sec: 1,432 | mfu: 4.5% | epoch: 1 | remaining: 19s    
step 00220 (93.8%) | loss: 5.944378 | lrm: 0.16 | dt: 1437ms | tok/sec: 1,425 | mfu: 4.5% | epoch: 1 | remaining: 17s    
step 00221 (94.3%) | loss: 5.920997 | lrm: 0.16 | dt: 1437ms | tok/sec: 1,425 | mfu: 4.5% | epoch: 1 | remaining: 16s    
step 00222 (94.8%) | loss: 5.914147 | lrm: 0.16 | dt: 1436ms | tok/sec: 1,426 | mfu: 4.5% | epoch: 1 | remaining: 14s    
step 00223 (95.2%) | loss: 5.903198 | lrm: 0.15 | dt: 1426ms | tok/sec: 1,436 | mfu: 4.5% | epoch: 1 | remaining: 13s    
step 00224 (95.7%) | loss: 5.897065 | lrm: 0.15 | dt: 1428ms | tok/sec: 1,434 | mfu: 4.5% | epoch: 1 | remaining: 11s    
step 00225 (96.2%) | loss: 5.894472 | lrm: 0.15 | dt: 1429ms | tok/sec: 1,432 | mfu: 4.5% | epoch: 1 | remaining: 10s    
step 00226 (96.7%) | loss: 5.898906 | lrm: 0.15 | dt: 1439ms | tok/sec: 1,423 | mfu: 4.5% | epoch: 1 | remaining: 9s    
step 00227 (97.2%) | loss: 5.904365 | lrm: 0.15 | dt: 1439ms | tok/sec: 1,423 | mfu: 4.5% | epoch: 1 | remaining: 7s    
step 00228 (97.6%) | loss: 5.909997 | lrm: 0.15 | dt: 1437ms | tok/sec: 1,424 | mfu: 4.5% | epoch: 1 | remaining: 6s    
step 00229 (98.1%) | loss: 5.913972 | lrm: 0.15 | dt: 1431ms | tok/sec: 1,430 | mfu: 4.5% | epoch: 1 | remaining: 4s    
step 00230 (98.6%) | loss: 5.914237 | lrm: 0.15 | dt: 1436ms | tok/sec: 1,426 | mfu: 4.5% | epoch: 1 | remaining: 3s    
step 00231 (99.1%) | loss: 5.919786 | lrm: 0.15 | dt: 1434ms | tok/sec: 1,428 | mfu: 4.5% | epoch: 1 | remaining: 1s    
step 00232 (99.5%) | loss: 5.909830 | lrm: 0.15 | dt: 1444ms | tok/sec: 1,417 | mfu: 4.5% | epoch: 1 | remaining: 0s    

[DEBUG] Training complete, entering evaluation phase

[DEBUG] Swapping EMA weights...

[DEBUG] EMA swap complete

[DEBUG] Setting model to eval mode...

[DEBUG] Model eval mode set, starting evaluation...

[DEBUG] Inside autocast context, calling evaluate_bpb...

[DEBUG] CUDA synchronized, calling evaluate_bpb...

